gen,candidate,kind,fitness,homeGoals,awayGoals,goalDiff,shotDiff,boxDiff,attThirdDiff,possDiff,reversals,transPerSec,stationary,ShootRangeNear,ShootRangeFar,ShootScoreNear,ShootScoreFar,ShootPressurePenalty,RoleAttackForward,RoleAttackMidfielder,RoleAttackDefender,PassBaseScore,PassScoreScale,PassPressureBonus,PassFarBonus,CrossBonus,DribbleBaseScore,DribbleLaneBonus,DribbleFreeSpaceBonus,ClearScore,ChaseBaseScore,HoldBaseScore,CommitmentBonus,AttackDepthDefender,AttackDepthMidfielder,AttackDepthForward,HomePositionLerp,DeepRunDepth
12,child5,child,7.4749,2.000,0.000,2.000,0.000,3.000,185.133,1.186,168.000,2.560,14.850,1080,1273,103.2,86.83,10.37,1.465,1.016,0.7033,33.28,0.03209,30.23,14.96,29.24,42.9,14.49,8.133,76.54,77.35,41.1,16.69,0.5927,0.748,1,0.4716,1
12,child6,child,13.1598,3.000,0.000,3.000,0.000,5.000,292.333,1.746,179.000,3.267,14.433,1299,1493,84.67,65.18,9.536,1.643,1.146,0.643,41.65,0.03056,28.05,17.87,25.31,45.44,12.94,7.566,60.28,60,30.61,19.9,0.75,0.6322,0.7721,0.4627,0.8
12,child7,child,9.6334,2.000,0.000,2.000,0.000,4.000,265.933,1.816,167.000,2.800,14.433,1266,1306,83.34,64.62,10.66,1.8,0.8414,0.7541,37.61,0.02922,27.12,15.54,23.2,35.98,12.21,9.083,76.88,76.66,39.2,16.37,0.6595,0.7981,0.7508,0.4546,1
13,parent,parent,2.9963,1.000,0.000,1.000,0.000,2.000,154.183,0.246,197.000,3.120,13.283,1477,1734,86.2,57.28,8.883,1.793,1.007,0.6945,39.15,0.02819,23.25,14.36,20.85,31.05,14.51,8.15,67.07,81.4,36.8,19.89,0.5844,0.7449,0.935,0.4928,1
13,child0,child,5.9956,1.000,0.000,1.000,0.000,1.000,237.417,1.974,149.000,2.067,12.433,1196,1647,93.02,53.18,8.016,1.8,1.104,0.6622,36.31,0.02881,24.13,11.61,22.29,33.89,14.42,8.821,66.48,86.49,34.06,20.41,0.75,0.6002,1,0.4769,0.9529
13,child1,child,-2.2088,0.000,0.000,0.000,0.000,2.000,92.400,-0.216,273.000,3.853,12.333,1283,1817,99.68,60.29,8.842,1.587,0.9823,0.5572,43.16,0.03282,23.68,12.86,21.74,34.53,13.77,6.899,66.9,78.13,40.67,22.99,0.6384,0.8688,1,0.5619,0.941
13,child2,child,-1.8834,0.000,0.000,0.000,0.000,2.000,129.933,-0.273,302.000,4.073,13.183,1209,1496,113.4,47.44,7.1,1.471,1.007,0.6622,38.93,0.02675,26.69,14.29,21.12,32.02,13.95,8.809,58.91,95.19,35.82,20.49,0.6503,0.793,0.9334,0.4911,0.9334
13,child3,child,4.0061,1.000,0.000,1.000,0.000,1.000,224.617,1.216,253.000,2.927,14.717,1600,1532,90.15,66.29,9.855,1.66,0.9215,0.7954,39.7,0.02835,26.07,12.55,18.05,29.2,14.95,6.325,58.94,79.48,31,19.67,0.6167,0.6981,0.8156,0.4655,0.9996
13,child4,child,4.8091,1.000,0.000,1.000,0.000,1.000,228.833,0.820,186.000,2.227,12.950,1600,1717,96.49,55.94,8.782,1.8,0.8906,0.6005,39.45,0.02583,22.49,13.12,24.01,26.85,13.18,6.399,62.4,95.27,38.83,21.23,0.5752,0.9,0.8412,0.458,0.9869
13,child5,child,-2.4103,0.000,0.000,0.000,0.000,2.000,93.750,-0.327,309.000,4.200,10.117,1382,1580,77.41,49.91,7.925,1.8,1.107,0.6524,42.76,0.02854,25.39,17.15,22.36,24.2,12.81,8.127,75.43,73.92,36.44,21.55,0.6308,0.734,0.912,0.5155,0.8789
13,child6,child,11.3917,2.000,0.000,2.000,0.000,5.000,310.600,2.341,134.000,2.093,14.417,1405,2102,76.69,56.92,7.16,1.8,1.133,0.7138,37.39,0.02888,19.68,13.92,22.26,36.97,14.57,8.195,64.88,80.45,38.02,17.75,0.5387,0.7408,0.8236,0.4871,0.8951
13,child7,child,11.9137,3.000,0.000,3.000,0.000,4.000,236.650,1.359,164.000,2.687,13.900,1561,1686,104.4,61.89,10.32,1.8,0.7846,0.7041,36.31,0.02406,24.61,17.32,24.52,29.1,13.72,9.264,64.83,78.64,36.04,23.21,0.5714,0.8226,1,0.5042,0.8329
14,parent,parent,1.3180,1.000,0.000,1.000,0.000,-2.000,85.833,1.028,194.000,2.460,13.267,1561,1686,104.4,61.89,10.32,1.8,0.7846,0.7041,36.31,0.02406,24.61,17.32,24.52,29.1,13.72,9.264,64.83,78.64,36.04,23.21,0.5714,0.8226,1,0.5042,0.8329
14,child0,child,0.8361,0.000,0.000,0.000,0.000,1.000,202.883,0.540,139.000,1.733,21.283,1481,1835,128.7,66.45,9.841,1.8,0.6587,0.6621,41.24,0.02252,24.99,15.85,22.88,30.58,11.45,9.379,66.86,67.49,44.71,28.61,0.5139,0.8603,0.8783,0.5201,0.8
14,child1,child,1.5979,0.000,0.000,0.000,0.000,0.000,198.767,1.633,172.000,2.240,12.500,1600,1626,128.1,67.09,10.01,1.8,0.8423,0.7948,38,0.02432,20.92,21.14,21.47,30.7,13.54,9.552,66.64,78.6,31.72,23.76,0.5807,0.9,0.8642,0.4538,0.8
14,child2,child,-44.9919,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,450.000,1459,1505,105.3,61.86,10.89,1.603,0.828,0.7714,36.43,0.02062,26.76,18.3,25.09,26.74,12.61,9.578,63.92,62.64,43.55,23.11,0.5406,0.9,0.9683,0.491,0.8
14,child3,child,5.4736,1.000,0.000,1.000,0.000,1.000,186.167,2.413,101.000,1.413,15.050,1600,1566,110.8,51.07,11.3,1.8,0.6516,0.8573,31.48,0.02139,20.96,16.18,21.52,29.68,12.65,12.6,81.84,71.04,42.24,28.57,0.5402,0.9,1,0.457,0.8394
14,child4,child,6.0107,1.000,0.000,1.000,0.000,2.000,210.433,1.582,78.000,1.040,15.050,1555,1379,94.45,57.09,10.54,1.8,0.7895,0.7313,32.38,0.02036,23.11,15.55,21.32,35.83,13.48,9.456,61.32,90.38,31.56,28.53,0.7146,0.7321,0.9238,0.4514,0.8122
14,child5,child,-1.1127,0.000,0.000,0.000,0.000,0.000,98.450,0.615,185.000,2.127,13.267,1600,1362,91.06,38.48,9.569,1.8,1.049,0.7554,37.6,0.02227,25.94,19.13,24.51,33.72,12.45,7.559,60.23,86.59,31.98,25.77,0.5543,0.5559,0.9884,0.5773,0.8
14,child6,child,9.7957,2.000,0.000,2.000,0.000,4.000,249.583,2.377,148.000,1.993,15.050,1476,1653,104.6,60.5,9.465,1.8,0.6811,0.7504,35.63,0.02387,27.74,14.36,25.49,27.44,15.14,9.838,73.28,82.86,33.33,22.99,0.4861,0.8205,1,0.5188,1
14,child7,child,-2.6658,0.000,0.000,0.000,0.000,1.000,84.217,-0.325,302.000,3.760,9.917,1408,1765,111.9,70.74,8.772,1.576,0.9324,0.6985,36.64,0.02794,26.14,16.3,22.86,28.97,14.75,7.324,59.6,67.74,33.47,23.28,0.575,0.9,1,0.3819,0.8
15,parent,parent,9.7191,3.000,0.000,3.000,0.000,4.000,133.533,1.260,180.000,3.047,12.767,1476,1653,104.6,60.5,9.465,1.8,0.6811,0.7504,35.63,0.02387,27.74,14.36,25.49,27.44,15.14,9.838,73.28,82.86,33.33,22.99,0.4861,0.8205,1,0.5188,1
15,child0,child,4.1151,1.000,0.000,1.000,0.000,2.000,175.717,1.476,202.000,2.520,12.650,1424,2024,88.21,55.44,8.384,1.764,0.7373,0.7447,34.22,0.02624,28.88,15.84,21.47,33.12,15.44,10.37,61.39,78.47,30.43,18.3,0.5126,0.73,0.7787,0.5248,1
15,child1,child,-1.1360,0.000,0.000,0.000,0.000,2.000,115.100,0.806,283.000,3.060,11.050,1147,1623,101.8,54.83,9.443,1.733,0.7444,0.8505,33.89,0.02675,24.93,13.87,20.1,23.44,14.35,7.595,66.79,84.89,35.93,22.29,0.4662,0.7634,1,0.5535,1
15,child2,child,10.1244,2.000,0.000,2.000,0.000,5.000,258.633,2.051,134.000,2.287,15.050,1179,1622,97.71,56.23,9.568,1.792,0.7949,0.7617,39.54,0.02232,35.01,11.78,31.49,25.09,16.69,11.28,72.16,72.72,37.71,21.48,0.4714,0.7702,0.8845,0.601,0.8003
15,child3,child,10.8209,3.000,0.000,3.000,0.000,6.000,192.417,1.762,230.000,3.167,14.917,1600,2158,81.66,46.06,7.977,1.757,0.6274,0.6229,30.15,0.02178,30.99,12.91,27.1,30.21,15,11.21,81.92,81.74,30.55,22.52,0.5151,0.664,1,0.5634,1
15,child4,child,15.6428,4.000,0.000,4.000,0.000,7.000,247.617,2.180,200.000,2.947,15.050,1453,2002,92.3,60.17,9.565,1.8,0.6,0.8273,33.75,0.02366,28.24,11.3,24.49,33.16,14.04,11.26,71.49,78.54,36.6,22.77,0.4618,0.9,0.8545,0.523,1
15,child5,child,9.7300,3.000,0.000,3.000,0.000,6.000,146.767,1.087,223.000,3.373,13.817,1600,1536,110.2,60.61,10.46,1.728,0.6716,0.7423,37.94,0.02173,23.75,13.25,27.65,21.81,15.97,11.58,76.76,100.2,37.69,20.75,0.5498,0.7897,1,0.4492,1
15,child6,child,-1.3948,0.000,0.000,0.000,0.000,0.000,119.417,0.498,273.000,3.287,9.733,1422,1649,104.3,58.89,10.72,1.299,0.7492,0.7167,35.45,0.0196,26.04,15.99,27.25,30.41,14.1,10.78,79.2,82.05,30,17.9,0.4749,0.6645,1,0.5577,0.9534
15,child7,child,3.4589,1.000,0.000,1.000,0.000,2.000,102.767,1.998,136.000,1.920,14.433,1547,1737,100.4,66.19,7.821,1.8,0.6953,0.6329,32.83,0.02524,23.73,13.85,24.96,25.11,16.44,10.47,86.45,92.39,34.45,24.37,0.4871,0.8705,0.9412,0.5165,0.927
16,parent,parent,20.8607,5.000,0.000,5.000,0.000,7.000,319.750,2.219,124.000,2.987,15.050,1453,2002,92.3,60.17,9.565,1.8,0.6,0.8273,33.75,0.02366,28.24,11.3,24.49,33.16,14.04,11.26,71.49,78.54,36.6,22.77,0.4618,0.9,0.8545,0.523,1
16,child0,child,11.0536,2.000,0.000,2.000,0.000,4.000,302.250,2.358,122.000,1.920,15.583,1586,2098,91.87,60.1,7.865,1.8,0.6,0.8803,35.91,0.02796,23.01,12.85,25.29,30.32,14.77,9.233,67.92,102.6,34.06,22.52,0.4317,0.8195,0.8489,0.557,0.8
16,child1,child,22.6614,6.000,0.000,6.000,0.000,5.000,292.767,2.137,142.000,3.373,15.050,1600,1627,88.61,58.1,9.476,1.8,0.6437,0.9724,33.58,0.02275,30.34,10.4,28.31,28.56,17.06,10.96,73.36,75.02,39.69,18.79,0.4112,0.8879,0.7752,0.5377,0.9148
16,child2,child,13.6194,3.000,0.000,3.000,0.000,4.000,279.450,2.297,124.000,2.347,14.433,1363,1538,94.23,80.89,9.667,1.8,0.8064,0.8785,36.19,0.02087,29.95,11.44,27.18,29.96,13.55,10.01,71.1,72.2,34.02,18.4,0.4309,0.8678,1,0.4806,0.8329
16,child3,child,19.9556,5.000,0.000,5.000,0.000,5.000,304.517,2.274,146.000,3.067,15.050,1533,1867,77.13,59.22,10.57,1.8,0.6763,0.8927,36.51,0.02467,31.49,8.811,26.67,36.56,14.48,13.1,84.92,76.99,37.27,23.13,0.5096,0.9,0.7771,0.5598,0.9014
16,child4,child,3.5582,1.000,0.000,1.000,0.000,1.000,168.000,-0.180,135.000,2.187,13.433,1600,2123,130.8,61.93,9.059,1.351,0.6095,0.883,32,0.02567,29.16,12.02,23.87,35.03,13.38,11.09,64.6,72.95,40.49,18.43,0.4883,0.9,0.856,0.6113,0.8
16,child5,child,27.3069,7.000,0.000,7.000,0.000,7.000,334.617,2.554,122.000,3.373,15.050,1397,1643,91.07,58.61,9.358,1.8,0.635,1.012,39.17,0.02248,24.86,12.47,26.05,31.08,17.26,11.75,72.53,79.77,47.38,21.83,0.4528,0.9,0.7773,0.5224,0.9583
16,child6,child,21.0230,5.000,0.000,5.000,0.000,6.000,324.067,2.499,114.000,2.627,15.050,1433,2002,95.19,65.95,9.82,1.79,0.6373,0.7994,36.05,0.02329,28.48,10.31,24.59,33.48,12.1,8.251,76.46,72.16,45.77,20.51,0.5581,0.8373,0.8593,0.4545,1
16,child7,child,10.5094,2.000,0.000,2.000,0.000,3.000,254.200,2.509,77.000,1.540,15.050,1530,2440,97.12,59.57,10.11,1.756,0.6,0.7833,26.6,0.02415,26.96,11.23,20.44,34.9,16.38,9.99,83.67,74.87,30.19,27.61,0.4823,0.7897,0.7568,0.5911,0.9401
17,parent,parent,14.6996,3.000,0.000,3.000,0.000,6.000,308.150,2.392,114.000,2.013,15.183,1397,1643,91.07,58.61,9.358,1.8,0.635,1.012,39.17,0.02248,24.86,12.47,26.05,31.08,17.26,11.75,72.53,79.77,47.38,21.83,0.4528,0.9,0.7773,0.5224,0.9583
17,child0,child,9.6029,1.000,0.000,1.000,0.000,4.000,348.383,2.684,91.000,0.920,15.050,1399,1238,86.72,48,12.24,1.8,0.7906,0.9408,46.87,0.02141,26.27,15.09,21.08,51.61,17.11,11.58,68.02,88.31,49.48,19.52,0.3834,0.8743,0.985,0.4548,0.9265
17,child1,child,-44.9927,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,450.000,1448,2106,96.59,49.08,8.113,1.587,0.6,1.013,38.79,0.02164,25.53,16.49,27.68,26.73,18.52,13.36,63.58,66.52,50.12,20.63,0.4552,0.9,0.7,0.5656,1
17,child2,child,9.6401,2.000,0.000,2.000,0.000,3.000,239.567,2.161,92.000,1.600,17.517,1218,1465,81.01,54.48,9.405,1.8,0.6,1.3,43.54,0.02271,26.06,13.11,24.91,38.02,16.47,11.79,61.46,68.66,46.64,20.35,0.4042,0.9,0.7,0.4211,1
17,child3,child,11.0676,4.000,0.000,4.000,0.000,4.000,79.533,2.008,161.000,2.753,24.417,1600,1472,118.5,53.09,10.6,1.8,0.6427,1.056,38.75,0.02318,23.13,10.35,26.29,28.61,16.34,11.39,82.82,74.11,52.82,20.91,0.4417,0.9,0.7,0.4702,1
17,child4,child,22.1147,5.000,0.000,5.000,0.000,7.000,357.867,2.695,106.000,2.253,15.050,1539,1497,89.62,58.02,10.5,1.8,0.6,1.178,43.24,0.02758,22.59,12.18,25.41,30.56,22.6,11.85,80.65,88.7,48.2,23.47,0.4382,0.9,0.7417,0.4909,0.8962
17,child5,child,12.0690,2.000,0.000,2.000,0.000,4.000,348.067,2.525,124.000,1.713,15.433,1568,1727,104.6,56.1,11.92,1.657,0.6,1.102,46.32,0.02457,23.06,12.67,30.53,33.91,15.41,10.91,70.49,96.12,35.14,19.43,0.4344,0.8666,0.8584,0.4708,1
17,child6,child,8.9391,1.000,0.000,1.000,0.000,4.000,311.533,2.688,83.000,1.007,15.050,1318,1821,87,55.82,9.214,1.556,0.6093,0.9131,36.31,0.02101,26.1,9.804,28.22,33.82,19.01,12.83,73.69,86.46,61.12,21.63,0.368,0.815,0.7,0.4531,0.8857
17,child7,child,22.3893,5.000,0.000,5.000,0.000,8.000,361.100,2.737,108.000,2.160,15.050,1452,1301,86.18,60.94,8.531,1.8,0.6,0.8485,30.05,0.01976,21.79,12.84,24.2,31.31,20.02,12.79,71.96,83.22,45.36,20.59,0.4993,0.8846,0.7237,0.5342,1
18,parent,parent,17.7934,4.000,0.000,4.000,0.000,6.000,313.683,1.959,100.000,2.047,14.550,1452,1301,86.18,60.94,8.531,1.8,0.6,0.8485,30.05,0.01976,21.79,12.84,24.2,31.31,20.02,12.79,71.96,83.22,45.36,20.59,0.4993,0.8846,0.7237,0.5342,1
18,child0,child,-44.9933,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,450.000,1413,1352,92.73,78.19,11.07,1.8,0.6245,0.7474,27.49,0.01783,19.83,12.71,27.8,32.52,19.68,14.22,76.8,73.37,57.81,18.13,0.5298,0.8098,0.7,0.5136,0.8408
18,child1,child,9.8772,1.000,0.000,1.000,0.000,5.000,347.400,2.574,74.000,1.127,15.050,1600,1129,100.3,67.81,8.354,1.8,0.6,0.7921,31.61,0.01705,18.52,14.3,24.64,27.99,20.95,12.68,81.1,63.44,40.88,19.45,0.6441,0.9,0.7518,0.5521,0.8571
18,child2,child,19.5640,4.000,0.000,4.000,0.000,8.000,373.950,1.959,85.000,1.893,14.550,1389,1297,81.26,65.99,10.36,1.717,0.6,0.8421,31.24,0.02074,19.23,15.34,20.57,29.62,16.98,11.38,65.71,87.84,47.84,23.66,0.46,0.9,0.7927,0.6582,1
18,child3,child,20.1047,5.000,0.000,5.000,0.000,6.000,292.967,1.953,120.000,2.880,14.433,1469,1463,92.2,73,7.238,1.721,0.6433,0.8558,31.3,0.0189,22.36,14.28,22.71,28.38,18.17,11.68,79.25,76.21,44.75,26.92,0.4369,0.9,0.8677,0.4757,1
18,child4,child,15.5426,3.000,0.000,3.000,0.000,6.000,340.583,2.542,111.000,1.753,14.550,1281,1249,97.63,64.15,8.332,1.543,0.6,0.8905,29.73,0.01488,17.03,11.72,23.87,36.72,20.88,15.77,67.32,87.13,40.74,18.12,0.5229,0.9,0.7573,0.5805,1
18,child5,child,15.9776,3.000,0.000,3.000,0.000,6.000,343.767,2.666,81.000,1.660,14.550,1238,1258,86.62,74.43,7.531,1.8,0.6,0.7482,28.52,0.01953,22.27,14.93,20.14,31.06,16.74,15.76,71.33,104.5,49.3,19.87,0.5499,0.9,0.7,0.5154,1
18,child6,child,23.5812,6.000,0.000,6.000,0.000,8.000,319.817,2.146,169.000,3.500,14.483,1600,1129,70.66,71.32,8.253,1.8,0.6,0.7012,35.94,0.02277,20.45,12.51,24.97,31.01,16.58,13.21,74.96,78.04,39.94,20.7,0.5589,0.8251,0.8056,0.4806,0.961
18,child7,child,19.5147,4.000,0.000,4.000,0.000,7.000,366.817,2.682,91.000,2.093,14.433,1600,1244,81.17,49.07,8.076,1.8,0.6,0.7153,32.6,0.02282,24.76,10.83,22.81,29.9,20.08,11.61,82.83,78.1,43.8,20.25,0.4786,0.9,0.7,0.5097,1
19,parent,parent,11.9471,3.000,0.000,3.000,0.000,5.000,189.667,1.784,107.000,1.633,15.050,1600,1129,70.66,71.32,8.253,1.8,0.6,0.7012,35.94,0.02277,20.45,12.51,24.97,31.01,16.58,13.21,74.96,78.04,39.94,20.7,0.5589,0.8251,0.8056,0.4806,0.961
19,child0,child,15.4057,4.000,0.000,4.000,0.000,7.000,266.450,2.297,154.000,2.787,26.533,1568,1347,60,71.56,8.798,1.8,0.6,0.6943,34.18,0.02287,24.4,12.24,20.91,32.21,13.62,13.37,55.9,75.83,40.87,24.85,0.5353,0.799,1,0.4384,0.8987
19,child1,child,11.8153,3.000,0.000,3.000,0.000,5.000,189.983,1.773,120.000,1.660,15.050,1600,900,77.26,68.91,7.737,1.8,0.6,0.8373,35.19,0.02357,20.05,9.595,20.95,32.71,14.6,14.29,64.79,85.65,46.85,25.25,0.5308,0.8602,0.8021,0.5687,0.8036
19,child2,child,2.4262,0.000,0.000,0.000,0.000,2.000,162.517,1.876,61.000,0.473,15.050,1133,1174,79.68,84.25,8.387,1.8,0.6,0.6247,33.35,0.02224,24.13,13.98,26.75,30.76,18.34,13.83,63.8,67.38,39.21,20.36,0.6093,0.7834,0.9057,0.4727,0.9038
19,child3,child,2.1728,0.000,0.000,0.000,0.000,2.000,167.183,1.611,79.000,0.813,15.050,1600,1206,65.74,85.8,7.012,1.748,0.671,0.7087,36.54,0.02519,23.64,10.93,26.06,33.35,17.38,15.67,73.72,94.44,45.13,23.07,0.469,0.7694,0.7335,0.3982,0.9969
19,child4,child,10.3377,3.000,0.000,3.000,0.000,3.000,136.267,1.672,113.000,1.887,15.050,1434,1223,71.85,76.5,7.533,1.8,0.6,0.9173,37.48,0.02288,23.03,13.46,28.73,28.44,17.85,11.98,82.73,67.48,37.75,22.92,0.6209,0.8975,0.7156,0.4519,1
19,child5,child,5.6451,0.000,0.000,0.000,0.000,5.000,342.283,0.519,67.000,0.700,17.200,1600,1080,60,81.54,7.875,1.8,0.756,0.7097,27.21,0.01752,16.1,12.22,21.85,30.51,17.11,12.86,78.4,60.87,39.9,19.6,0.4733,0.6683,0.7912,0.4397,0.9935
19,child6,child,2.7569,0.000,0.000,0.000,0.000,2.000,176.550,1.884,57.000,0.413,15.050,1600,1083,60,70.6,7.603,1.701,0.6,0.674,34.02,0.02128,23.77,11.48,24.75,33.56,20.12,13.25,76.51,81.04,45.01,22.53,0.4629,0.7973,0.8108,0.5909,0.8814
19,child7,child,5.0316,0.000,0.000,0.000,0.000,3.000,281.450,2.518,86.000,0.913,15.050,1600,905.2,60,78.2,10.4,1.725,0.6083,0.6529,34.81,0.0224,22.48,11.19,22.8,33.11,14.11,13.34,58.59,77.19,38.98,20.64,0.7381,0.7301,0.8009,0.4486,1
20,parent,parent,13.3449,3.000,0.000,3.000,0.000,5.000,307.050,1.817,194.000,3.213,14.433,1568,1347,60,71.56,8.798,1.8,0.6,0.6943,34.18,0.02287,24.4,12.24,20.91,32.21,13.62,13.37,55.9,75.83,40.87,24.85,0.5353,0.799,1,0.4384,0.8987
20,child0,child,13.7811,4.000,0.000,4.000,0.000,4.000,173.817,1.458,146.000,2.593,15.050,1600,1604,64.99,60.46,8.48,1.8,0.6,0.6052,25.98,0.02835,22.07,13.09,20.81,30.2,12.99,13.57,53.48,76.12,46.7,23.24,0.5134,0.8198,0.8804,0.4062,0.826
20,child1,child,2.8758,0.000,0.000,0.000,0.000,3.000,236.117,1.555,190.000,1.840,11.400,1600,1156,60,64.16,9.759,1.469,0.6,0.7273,33.03,0.02116,27.54,13.95,18.44,30.95,16.12,15.63,59.69,73.57,39.33,23.68,0.6167,0.8744,0.9253,0.4801,0.9133
20,child2,child,3.4311,0.000,0.000,0.000,0.000,2.000,283.767,1.436,167.000,1.873,15.050,1581,1172,60.8,77.53,7.739,1.457,0.6,0.5649,33.39,0.02507,20.58,11.63,18.82,31.11,13.36,12.6,62.02,81.48,42.21,26.78,0.4937,0.6732,1,0.443,1
20,child3,child,11.9379,2.000,0.000,2.000,0.000,10.000,332.883,1.817,182.000,2.700,15.383,1600,1652,60,76.65,11.86,1.8,0.6746,0.7037,25.92,0.02867,28.07,11.07,22.21,27.26,14.56,14.64,51.9,76.05,46.99,20.64,0.531,0.7385,0.9507,0.5037,0.9607
20,child4,child,20.3477,5.000,0.000,5.000,0.000,7.000,319.433,2.202,176.000,3.387,14.433,1600,1313,60,73.85,8.977,1.727,0.6,0.782,31.62,0.02341,27.19,10.64,20.74,25.72,15.36,14.44,58.88,70.12,39.03,28.68,0.4777,0.8678,1,0.4028,0.8
20,child5,child,3.8564,0.000,0.000,0.000,0.000,4.000,295.533,1.562,196.000,2.200,14.550,1600,1450,60,69.81,7.378,1.8,0.6814,0.694,44.03,0.02343,26.31,11.17,19.66,33.84,13.5,13.88,61.76,102.5,35.25,26.64,0.5579,0.7638,1,0.4616,0.8675
20,child6,child,6.8640,0.000,0.000,0.000,0.000,4.000,384.117,1.916,103.000,0.913,14.550,1567,1217,60,68.12,7.457,1.643,0.6533,0.5129,34.56,0.02056,26.76,12.24,22.79,33.58,15.75,15.31,57.51,93.75,36.76,21.05,0.6862,0.7659,0.9594,0.4076,0.8
20,child7,child,0.3090,0.000,0.000,0.000,0.000,0.000,192.417,0.949,234.000,2.553,14.183,1216,1382,65.11,75.49,7.796,1.645,0.6994,0.6414,30.79,0.02168,23.49,14.5,20.44,31.09,12.34,13.48,57.09,91.9,50.82,21.41,0.4794,0.7396,1,0.4269,1
21,parent,parent,-2.0087,0.000,0.000,0.000,0.000,0.000,92.317,-0.193,216.000,2.367,13.617,1600,1313,60,73.85,8.977,1.727,0.6,0.782,31.62,0.02341,27.19,10.64,20.74,25.72,15.36,14.44,58.88,70.12,39.03,28.68,0.4777,0.8678,1,0.4028,0.8
21,child0,child,-2.5533,0.000,0.000,0.000,0.000,0.000,26.100,0.128,166.000,1.660,13.133,1522,1360,62.07,59.91,10.6,1.768,0.6012,0.959,32.06,0.02177,33.93,8.623,26.35,24.06,15.27,16.88,54.61,64.56,40.27,30,0.4579,0.9,1,0.4002,0.8119
21,child1,child,-4.4510,0.000,0.000,0.000,0.000,0.000,-33.283,-0.293,229.000,2.640,10.850,1600,1459,62.13,69.26,8.106,1.516,0.6439,0.7701,32.63,0.0233,31.82,11.19,20.64,24.62,14.41,14.69,71.64,87.4,35.85,30,0.4511,0.7691,1,0.3875,0.8
21,child2,child,-7.4934,0.000,0.000,0.000,0.000,0.000,6.883,-0.648,267.000,3.153,43.217,1600,1560,73.33,73.64,8.658,1.496,0.6,0.8866,30.35,0.01975,25.56,10.7,20.89,27.25,13.52,16.71,57.25,72.36,45.09,30,0.4557,0.8413,1,0.409,0.8
21,child3,child,-2.3664,0.000,0.000,0.000,0.000,1.000,56.483,-0.123,229.000,2.580,10.867,1579,1306,66.47,60.33,9.932,1.78,0.6,0.8625,31.67,0.01976,23.85,10.81,20.97,23.46,13.77,15.36,76.86,77.14,36.9,28.54,0.5207,0.7985,0.9436,0.4565,0.8
21,child4,child,0.8144,0.000,0.000,0.000,0.000,4.000,199.883,0.801,285.000,3.287,12.050,1280,1334,69.16,70.22,8.972,1.492,0.6,0.7655,32.55,0.02628,27.71,10.44,19.85,21.97,17.89,11.58,53.16,79.47,41.46,29,0.4722,0.8451,1,0.311,0.8
21,child5,child,-2.2281,0.000,1.000,-1.000,0.000,2.000,184.033,0.915,172.000,2.347,18.117,1169,1285,60,90.23,8.997,1.643,0.6,0.6823,29.12,0.02627,22.29,9.916,19.11,21.49,17.28,14.73,49.24,60.37,38.07,28.61,0.5009,0.9,1,0.36,0.9197
21,child6,child,-0.7216,0.000,0.000,0.000,0.000,1.000,144.000,0.122,228.000,2.460,13.367,1368,1324,72.72,81.14,8.097,1.643,0.6603,0.596,28.38,0.0212,26.75,11.74,18.02,27.69,13.56,14.49,57.63,64.03,40.6,26.58,0.5887,0.9,0.9829,0.3939,0.8
21,child7,child,-12.5326,0.000,0.000,0.000,0.000,0.000,90.450,-0.016,126.000,1.733,129.000,1350,1361,60,64.51,8.835,1.396,0.6,0.819,39.67,0.02087,31.16,11.43,16.39,24.87,16.94,14.44,69.94,68.64,47.88,27.9,0.3872,0.9,1,0.4168,0.9788
22,parent,parent,-1.5712,0.000,0.000,0.000,0.000,2.000,81.467,-0.627,161.000,1.720,15.050,1280,1334,69.16,70.22,8.972,1.492,0.6,0.7655,32.55,0.02628,27.71,10.44,19.85,21.97,17.89,11.58,53.16,79.47,41.46,29,0.4722,0.8451,1,0.311,0.8
22,child0,child,3.7890,1.000,0.000,1.000,0.000,0.000,131.917,1.742,124.000,1.620,13.183,1376,1246,85.28,61.61,8.957,1.8,0.6,0.8148,34.63,0.02712,28.04,9.035,16.53,23.07,20.18,9.037,42.04,70.2,38.37,30,0.6251,0.8807,0.7791,0.3287,0.8341
22,child1,child,-2.1889,0.000,0.000,0.000,0.000,2.000,112.283,-0.422,301.000,4.620,11.517,1600,1557,79.09,63.52,9.224,1.361,0.6,0.8561,40.33,0.02704,28.4,10.13,20.61,21.34,15.1,13.69,63.76,70.88,37.87,26.13,0.3772,0.7581,1,0.2204,0.8639
22,child2,child,2.7801,1.000,0.000,1.000,0.000,2.000,65.267,1.142,107.000,1.293,12.967,1283,1383,69.49,65.63,7.953,1.8,0.633,0.7682,35.01,0.0262,26.49,10.53,21.95,22.49,17.53,11.52,53.99,91.92,44.21,30,0.484,0.8419,1,0.3205,1
