gen,candidate,kind,fitness,homeGoals,awayGoals,goalDiff,shotDiff,boxDiff,attThirdDiff,possDiff,reversals,transPerSec,stationary,ShootRangeNear,ShootRangeFar,ShootScoreNear,ShootScoreFar,ShootPressurePenalty,RoleAttackForward,RoleAttackMidfielder,RoleAttackDefender,PassBaseScore,PassScoreScale,PassPressureBonus,PassFarBonus,CrossBonus,DribbleBaseScore,DribbleLaneBonus,DribbleFreeSpaceBonus,ClearScore,ChaseBaseScore,HoldBaseScore,CommitmentBonus,AttackDepthDefender,AttackDepthMidfielder,AttackDepthForward,HomePositionLerp,DeepRunDepth,DefendDepthDefender,DefendDepthMidfielder,DefendDepthForward,DefendBallPull,GKChaseGoalDistance,GKChaseBallDistance,GKLineOffset,GKTrackLerp
0,parent,parent,-2.6033,4.000,2.000,2.000,15.000,-3.000,-63.100,-0.005,1220.000,7.253,13.133,1400,1640,91,58.6,9.4,1.8,0.64,1,39,0.022,25,12.5,26,31,17.3,11.7,72.5,80,47.4,21.8,0.45,0.9,0.78,0.52,0.96,0.25,0.45,0.6,0.15,600,500,60,0.25
0,child0,child,9.8743,5.000,1.000,4.000,11.000,2.000,-11.383,0.713,398.000,4.127,37.617,1568,1920,90.83,56.13,7.973,1.717,0.6291,1.115,35.46,0.01806,24.85,11.21,25.7,34.29,20.86,12.5,66.69,69.12,48.35,21.12,0.5218,0.9,0.7739,0.5813,0.8217,0.2219,0.4198,0.5975,0.1514,638.7,539.6,76.18,0.2756
0,child1,child,-47.5601,0.000,2.000,-2.000,-11.000,-10.000,-350.650,-2.211,225.000,2.133,234.783,1600,1413,100.2,57.7,9.366,1.783,0.6432,1.145,36.01,0.02426,24.68,12.68,26.32,24.44,15.96,14.88,84.12,96.09,47.8,23.96,0.5192,0.7826,0.8496,0.5275,0.893,0.2324,0.473,0.387,0.1527,632.1,463.6,56.78,0.2334
0,child2,child,1.0260,3.000,1.000,2.000,8.000,0.000,-38.600,-0.435,565.000,5.213,18.133,1600,1573,84.75,51.11,8.909,1.728,0.7043,1.015,38.67,0.02339,24.36,9.695,26.39,30.09,13.99,11.08,66.34,77.85,52.31,23.61,0.4858,0.7867,0.7,0.4207,1,0.2337,0.4086,0.5842,0.1582,655.6,502.6,62.11,0.2698
0,child3,child,-2.9068,2.000,2.000,0.000,11.000,1.000,6.483,0.131,696.000,5.453,12.967,1429,1912,97.14,45.7,9.127,1.8,0.6,1.121,38.97,0.02584,29.27,11.82,26.17,33.38,19.2,13.46,50.86,84.98,45.36,24.26,0.3873,0.8362,0.7042,0.6319,1,0.2199,0.4818,0.6456,0.1475,590.2,514.4,61.88,0.2298
0,child4,child,3.5444,3.000,1.000,2.000,15.000,-1.000,44.500,-0.268,670.000,5.680,32.433,1600,1732,101.1,54.3,9.679,1.789,0.7122,1.207,41.59,0.02413,32.1,11.53,23.3,37.47,14.16,15.34,79.36,70.68,48.8,25.91,0.3852,0.9,0.7,0.5133,1,0.3016,0.4597,0.5378,0.1132,617.8,425,72.39,0.1884
0,child5,child,-1.1314,2.000,1.000,1.000,1.000,1.000,25.000,-0.472,310.000,4.387,15.567,1270,1597,78.95,55.35,10.54,1.595,0.7231,1.089,49.46,0.02731,31.89,14.62,23.69,32.35,13.23,11.27,63.61,75.24,44.36,19.66,0.4655,0.9,0.7142,0.4873,1,0.2424,0.448,0.6147,0.1864,508.7,452.1,53.39,0.2675
0,child6,child,3.7366,1.000,0.000,1.000,20.000,0.000,-15.300,-0.395,693.000,4.867,13.433,1172,1556,96.55,54.62,11.36,1.449,0.6776,0.9616,39.09,0.02284,26.05,12.47,28.87,35.73,15.13,11.5,66.02,76.98,51.8,18.52,0.4048,0.787,0.8483,0.5017,0.9161,0.2498,0.4086,0.5394,0.1431,689,603,58.7,0.2326
0,child7,child,-3.6582,2.000,1.000,1.000,2.000,-2.000,-55.500,-0.279,391.000,4.653,16.333,1378,1427,86.87,63.28,11.11,1.591,0.8507,0.895,36.97,0.02222,27.29,14.03,25.25,28.28,13.55,12.29,79.74,72.66,41.25,21.6,0.4371,0.8949,0.9713,0.414,1,0.259,0.4426,0.6095,0.1174,612.6,537.2,46.46,0.231
1,parent,parent,4.9248,2.000,1.000,1.000,18.000,3.000,5.000,0.339,556.000,4.380,19.467,1568,1920,90.83,56.13,7.973,1.717,0.6291,1.115,35.46,0.01806,24.85,11.21,25.7,34.29,20.86,12.5,66.69,69.12,48.35,21.12,0.5218,0.9,0.7739,0.5813,0.8217,0.2219,0.4198,0.5975,0.1514,638.7,539.6,76.18,0.2756
1,child0,child,-44.9908,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,450.000,1600,1491,98.54,55.64,6.21,1.748,0.7861,1.153,36.87,0.01847,31.1,11.3,20.79,36.09,21.18,13.22,65.97,60,51.07,21.92,0.6253,0.8711,0.8017,0.5491,0.8,0.2291,0.4818,0.55,0.1569,850.1,475.3,88.01,0.2493
1,child1,child,7.0239,4.000,1.000,3.000,12.000,-2.000,-13.783,0.184,557.000,5.273,12.950,1521,1968,101.8,68.93,7.196,1.8,0.6,1.09,43.12,0.02305,24.29,10.7,33.84,31.67,21.5,12.52,70.77,77.93,54.07,22.59,0.55,0.9,0.709,0.6262,0.8391,0.2353,0.4081,0.6163,0.1364,655.2,592.5,75.45,0.2335
1,child2,child,-44.9916,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,450.000,1496,1812,90.57,53.93,9.026,1.7,0.6215,1.053,30.74,0.01865,27.53,12.36,25.16,36.56,22.43,11.67,66.4,60,42.31,21.55,0.5342,0.7724,0.7342,0.5947,0.8,0.2191,0.333,0.6364,0.1296,524.2,658.6,73.07,0.252
1,child3,child,-0.3884,0.000,0.000,0.000,0.000,3.000,57.383,0.145,136.000,1.720,6.767,1564,1645,78.95,54.29,6.784,1.652,0.6,0.8815,37.76,0.01811,26.43,12.89,29.43,33.19,24.83,12.66,65.3,79.38,44.41,24.86,0.4389,0.9,0.7951,0.7573,0.8167,0.2598,0.3909,0.5269,0.1264,641.7,529.4,68.84,0.2663
1,child4,child,-44.9910,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,450.000,1444,2378,83.54,64.93,9.196,1.446,0.6132,1.3,34.62,0.01415,23.09,11.78,29.83,40.27,16.75,12.86,67.94,62.08,49.37,23.02,0.4005,0.8566,0.7328,0.7847,0.8,0.2519,0.4041,0.5313,0.1566,721.8,515.4,62.29,0.259
1,child5,child,3.4429,3.000,0.000,3.000,3.000,-3.000,-172.800,0.753,186.000,2.227,12.950,1600,1578,106.9,62.43,7.443,1.478,0.6413,1.3,37.19,0.01644,24.84,10.82,20.46,36.76,20.98,10.23,64.88,68.98,44.05,19.18,0.4893,0.9,0.8842,0.6028,0.82,0.2486,0.4185,0.801,0.146,629.6,554.5,67.04,0.2753
1,child6,child,-44.9906,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,450.000,1495,1923,93.62,60.39,6.583,1.8,0.6,1.142,31.23,0.02156,21.79,10.1,26.24,29.37,20.86,14.42,78.98,67.58,52.33,22.85,0.5419,0.8749,0.7249,0.6176,0.8561,0.2288,0.42,0.5282,0.152,605.4,443.2,86.57,0.2783
1,child7,child,-44.9921,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,450.000,1600,1970,90.72,57.77,7.405,1.303,0.6463,1.14,31.83,0.01604,28.19,11.79,23.44,34.75,20.11,14.1,82.36,65.58,68.06,21.96,0.5026,0.9,0.844,0.6909,0.8,0.2432,0.3556,0.6056,0.133,569.8,646.5,73.52,0.2475
2,parent,parent,15.9811,6.000,0.000,6.000,12.000,0.000,10.333,0.326,657.000,6.067,12.117,1521,1968,101.8,68.93,7.196,1.8,0.6,1.09,43.12,0.02305,24.29,10.7,33.84,31.67,21.5,12.52,70.77,77.93,54.07,22.59,0.55,0.9,0.709,0.6262,0.8391,0.2353,0.4081,0.6163,0.1364,655.2,592.5,75.45,0.2335
2,child0,child,9.8040,5.000,1.000,4.000,13.000,1.000,27.583,0.376,773.000,6.107,12.950,1534,1973,110.9,65.71,7.077,1.8,0.6763,0.9674,39.42,0.02408,26.12,10.81,33.97,41.16,21.35,11.98,59.27,82.54,58.71,23.52,0.5977,0.8078,0.7017,0.5502,0.8096,0.2303,0.4238,0.6385,0.1408,569,523.6,68.72,0.2221
2,child1,child,-44.9929,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,450.000,1480,1866,127.2,85.94,7.267,1.55,0.6765,1.146,43.06,0.02315,22.62,11.51,33.13,35.89,20.81,10.82,74.8,66.23,50.13,20.18,0.555,0.9,0.7544,0.712,0.9712,0.2135,0.4135,0.6444,0.1445,586,592.3,69.91,0.2448
2,child2,child,13.3111,4.000,0.000,4.000,18.000,6.000,60.817,0.271,836.000,5.873,12.933,1600,1573,118.8,70.81,9.42,1.8,0.6,0.9431,53.27,0.02547,20.12,12.98,35.79,32.21,26.05,11.34,70.27,99.48,60.25,23.34,0.6629,0.9,0.7,0.6247,0.8,0.245,0.3886,0.6866,0.1107,612.1,615.7,80.27,0.1998
2,child3,child,-44.9930,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,450.000,1600,1662,76.31,60.61,6.871,1.8,0.6,1.067,47.01,0.02736,19.55,11.48,33.2,30.02,21.15,12.46,76.43,72.3,52.97,19.85,0.6126,0.9,0.8268,0.6887,0.9075,0.253,0.3862,0.596,0.1355,687.7,513,79.24,0.2255
2,child4,child,-17.0227,1.000,1.000,0.000,2.000,-5.000,-173.867,-0.497,350.000,2.833,95.133,1526,1924,123.1,61.06,6.062,1.509,0.6,1.239,42.78,0.02282,18,11.03,26.72,32.45,22.17,15.22,78.12,99.33,54.9,25.8,0.6807,0.9,0.7,0.7058,0.8592,0.2333,0.4283,0.5503,0.1188,677.3,747.4,73.16,0.2154
2,child5,child,-44.9924,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,450.000,1435,2048,87.13,56.9,6.154,1.8,0.6,1.194,48.46,0.02264,22.05,11.86,35.85,35.56,16.26,13.07,81.45,67.59,54.95,22.45,0.5399,0.72,0.7,0.6,0.9779,0.203,0.3408,0.5657,0.1602,507.1,522,78.72,0.1989
2,child6,child,2.9784,1.000,0.000,1.000,10.000,1.000,-45.450,0.652,340.000,2.787,9.600,1310,1724,99.4,81.8,6.453,1.745,0.6725,1.204,42.21,0.02235,29.5,10.32,33.15,34.1,21.6,12.39,71.42,70.8,44.33,25.76,0.5283,0.9,0.8224,0.6715,0.8928,0.205,0.4035,0.5787,0.1387,666.9,529.4,55.97,0.2151
2,child7,child,-44.9910,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,450.000,1507,2336,93.52,78.2,5.733,1.8,0.7178,0.9397,38.72,0.02115,32.13,12.19,34.32,29.46,16.72,12.75,76.23,72.05,65.32,22.13,0.4428,0.8826,0.7,0.5564,0.8786,0.3246,0.3641,0.5835,0.1274,583.3,578,80.45,0.2195
3,parent,parent,-15.3707,2.000,3.000,-1.000,-3.000,-10.000,-145.950,-0.256,408.000,4.487,12.950,1521,1968,101.8,68.93,7.196,1.8,0.6,1.09,43.12,0.02305,24.29,10.7,33.84,31.67,21.5,12.52,70.77,77.93,54.07,22.59,0.55,0.9,0.709,0.6262,0.8391,0.2353,0.4081,0.6163,0.1364,655.2,592.5,75.45,0.2335
3,child0,child,-7.8208,1.000,1.000,0.000,3.000,-5.000,-93.633,-0.846,403.000,4.567,15.383,1565,2355,106.9,66.46,7.459,1.54,0.7481,0.9563,40.95,0.02062,28,11.88,36.36,22.96,19.7,9.641,85.56,77.28,49.66,26.27,0.5454,0.9,0.7,0.5015,0.8097,0.2334,0.3732,0.7015,0.144,576.4,633.8,80.94,0.2599
3,child1,child,-44.9921,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,450.000,1600,1524,90.26,67.45,7.829,1.8,0.6,0.9323,37.93,0.02207,26.04,9.288,33.98,27.72,17.4,10.74,75.4,66.35,56.88,20.9,0.506,0.7139,0.7,0.6578,0.8,0.2117,0.459,0.6022,0.1348,538.6,543.7,88.35,0.2324
3,child2,child,13.7391,3.000,0.000,3.000,25.000,3.000,52.000,0.427,782.000,5.427,12.517,1542,1972,106.6,61.68,7.102,1.759,0.6452,0.8147,51.1,0.02109,26.26,10.54,29.92,36.09,23.47,12.96,73.01,85.47,44.67,22.49,0.5647,0.8607,0.7167,0.6264,0.8649,0.2213,0.4063,0.5834,0.1272,723.2,555.8,90.14,0.2726
3,child3,child,13.9786,5.000,0.000,5.000,20.000,1.000,-38.450,-0.074,839.000,6.820,13.433,1388,1929,94.14,70.03,8.324,1.8,0.6,1.144,46.17,0.02387,20.73,11.46,38.92,26.48,19.46,13.39,67.81,101.8,46.85,26.03,0.6736,0.8269,0.7,0.5766,0.9365,0.2067,0.4517,0.5547,0.1285,644.8,767.9,97.12,0.265
3,child4,child,-0.6356,2.000,0.000,2.000,-1.000,-2.000,-47.050,-0.234,309.000,4.260,11.617,1414,1912,103.5,55.16,7.485,1.459,0.6226,0.9492,42.21,0.02695,27.28,10.37,30.94,30.15,23.78,12.38,68.3,93.13,53.29,28.48,0.5333,0.8884,0.7654,0.5886,0.8656,0.2442,0.3406,0.5899,0.1512,786,780.3,67.68,0.1942
3,child5,child,-11.3608,2.000,1.000,1.000,-8.000,-6.000,-122.067,-0.262,458.000,4.267,15.817,1600,1580,90.21,58.76,7.901,1.57,0.6767,1.122,37.38,0.0234,25.71,11.54,33.45,33.78,21.15,12.06,70.82,89.93,50.27,21.11,0.7417,0.8637,0.8363,0.5952,0.8,0.261,0.4746,0.6336,0.1306,698.9,674,77.48,0.2273
3,child6,child,3.9327,2.000,1.000,1.000,17.000,-1.000,14.850,0.163,589.000,5.073,13.483,1600,2373,86.04,83.56,8.12,1.699,0.6495,0.8907,45.15,0.02457,32.13,10.24,38.81,36.49,23.44,13.96,63.23,88.21,54.67,21.33,0.5897,0.8548,0.7,0.6435,0.802,0.2378,0.328,0.6588,0.1246,644.3,610.4,70.47,0.2415
3,child7,child,1.1406,3.000,1.000,2.000,0.000,0.000,-35.017,0.695,291.000,3.667,12.300,1414,2065,86.96,79.73,7.299,1.58,0.6,1.3,42.48,0.0207,22.99,11.41,30.94,32.63,23.47,15.01,67.7,88.27,50.19,25.4,0.5323,0.7905,0.7535,0.599,0.8,0.2578,0.3672,0.6634,0.1377,612.1,526.9,76.17,0.2644
4,parent,parent,13.9833,4.000,0.000,4.000,15.000,4.000,27.733,0.414,526.000,5.200,12.983,1388,1929,94.14,70.03,8.324,1.8,0.6,1.144,46.17,0.02387,20.73,11.46,38.92,26.48,19.46,13.39,67.81,101.8,46.85,26.03,0.6736,0.8269,0.7,0.5766,0.9365,0.2067,0.4517,0.5547,0.1285,644.8,767.9,97.12,0.265
4,child0,child,19.3540,5.000,0.000,5.000,19.000,10.000,55.050,0.125,642.000,5.480,13.417,1382,1990,109.4,79.09,7.663,1.8,0.6,0.9993,49.96,0.01765,17.55,9.941,40,27.77,19.94,14.16,65.67,110,49.4,30,0.5871,0.7956,0.8119,0.682,0.8137,0.2262,0.5007,0.5173,0.1036,585.2,800,120,0.2628
4,child1,child,15.2873,3.000,0.000,3.000,17.000,10.000,158.817,0.049,509.000,5.553,17.683,1194,2202,92.85,68,8.007,1.714,0.6,1.147,47.98,0.02532,19.79,10.54,40,30.84,16.43,20.41,59.78,105.5,45.81,25.16,0.6839,0.6907,0.7,0.4953,0.9551,0.206,0.4176,0.647,0.1013,632.7,744.4,98.73,0.3138
4,child2,child,-13.9479,1.000,1.000,0.000,-8.000,-2.000,-92.717,-0.202,579.000,4.673,13.350,1222,2242,90.09,59.39,8.789,1.8,0.6,1.19,41.28,0.02657,23.68,11.29,40,22.72,20.07,11.93,72.64,107.2,48.29,24.9,0.6885,0.7751,0.7389,0.8,0.9507,0.1866,0.4049,0.602,0.1604,651.7,800,100.6,0.2444
4,child3,child,-6.3493,1.000,1.000,0.000,-3.000,-2.000,-7.333,-0.571,253.000,3.473,11.400,1369,1627,94.69,55.71,8.587,1.314,0.6099,1.3,47.7,0.02249,23.15,10.04,40,25.54,21.91,15.32,83.29,101.4,40.41,26.68,0.7166,0.9,0.7399,0.5873,0.8836,0.2216,0.4143,0.5161,0.1282,749.3,749.3,114.2,0.2783
4,child4,child,0.6230,1.000,0.000,1.000,4.000,-1.000,27.533,-0.418,325.000,3.087,9.600,1290,1281,102.9,65.28,9.38,1.8,0.6,1.3,58.25,0.02058,21.86,10.63,31.86,24.25,19.77,14.64,67.1,108.1,35.53,30,0.7032,0.9,0.7,0.5216,0.9703,0.1918,0.5541,0.5392,0.1028,730,787.5,86.1,0.1951
4,child5,child,-0.7429,3.000,0.000,3.000,-2.000,-4.000,-56.533,-0.123,499.000,4.907,12.700,1195,2021,72.52,83.49,7.608,1.8,0.6,1.047,50.7,0.03121,24.34,12.61,31.9,31.07,21.59,10.78,55.61,105.9,46.35,23.19,0.666,0.7605,0.775,0.5483,0.8698,0.2182,0.4911,0.5932,0.1228,532.9,679.2,110.7,0.2335
4,child6,child,-15.6133,3.000,3.000,0.000,-8.000,-3.000,-79.850,-0.155,743.000,6.153,12.933,1338,2130,89.34,72.79,8.32,1.759,0.7753,1.106,47.59,0.02146,19.9,12.1,34.86,27.84,20.44,16.84,63.91,101.2,54.1,27,0.5592,0.9,0.7557,0.8,0.8225,0.2034,0.4337,0.5782,0.1164,746.5,800,83.86,0.3144
4,child7,child,5.9211,3.000,0.000,3.000,8.000,4.000,21.033,0.224,636.000,5.413,15.100,1302,1719,101.8,71.88,10.08,1.706,0.6,1.018,49.03,0.02074,20.81,10.45,34.17,25.99,19.79,15.85,100,110,43.58,21.89,0.75,0.9,0.7,0.6599,1,0.1816,0.5067,0.5636,0.1106,663.9,730.7,96.68,0.215
5,parent,parent,-1.6887,2.000,1.000,1.000,3.000,1.000,-24.633,-0.329,401.000,4.280,12.933,1382,1990,109.4,79.09,7.663,1.8,0.6,0.9993,49.96,0.01765,17.55,9.941,40,27.77,19.94,14.16,65.67,110,49.4,30,0.5871,0.7956,0.8119,0.682,0.8137,0.2262,0.5007,0.5173,0.1036,585.2,800,120,0.2628
5,child0,child,20.6167,6.000,0.000,6.000,14.000,7.000,19.383,0.387,457.000,4.660,13.283,1505,2176,99.16,80.36,8.273,1.8,0.6305,1.056,51.42,0.01435,15.44,8.929,40,25.17,23.54,13.61,70.83,110,57.89,24.6,0.4535,0.8119,0.7108,0.7171,0.8667,0.2161,0.4259,0.7187,0.1029,535.7,800,97.12,0.2527
5,child1,child,2.6374,1.000,0.000,1.000,5.000,1.000,70.800,-0.176,305.000,3.320,10.083,1330,2223,96.47,83.42,7.065,1.645,0.6334,1.064,38.23,0.02059,16.98,9.711,40,32.03,20.83,11.99,78.41,96.01,56.26,30,0.5637,0.8245,0.7973,0.6672,0.8622,0.2103,0.468,0.5366,0.09574,538.6,800,120,0.2369
5,child2,child,-0.7393,2.000,1.000,1.000,13.000,3.000,40.567,0.188,982.000,6.313,12.933,1310,1990,135.3,84.04,7.62,1.619,0.6432,1.11,52.07,0.01893,15.42,10.4,38.46,24.48,24.46,13.44,69.83,93.96,46.11,29.38,0.5902,0.7149,0.839,0.6751,0.8133,0.2044,0.5549,0.5492,0.08523,655.4,775.1,115.9,0.2531
5,child3,child,-7.5257,1.000,1.000,0.000,4.000,-3.000,-67.917,-0.339,586.000,4.347,11.033,1234,2600,121.6,66.47,6.469,1.8,0.6607,0.8215,60,0.0146,14.01,9.62,39.17,28.5,19.37,16.24,58.08,107.8,42.34,30,0.6174,0.7968,0.7285,0.7033,0.8,0.2705,0.4119,0.4467,0.09409,622,800,120,0.2768
5,child4,child,-11.5564,1.000,1.000,0.000,-7.000,-6.000,-60.200,-0.390,390.000,4.260,11.317,1317,2004,125,73.51,8.977,1.8,0.6,1.046,50.46,0.01886,21.2,11.09,40,28.03,16.64,15.07,62.68,108.1,51.62,24.14,0.5129,0.8186,0.7239,0.6876,0.8,0.2115,0.4325,0.4671,0.08285,562.4,800,120,0.2092
5,child5,child,-0.6302,3.000,1.000,2.000,5.000,-3.000,-9.050,0.282,653.000,5.287,14.317,1342,1827,101.4,72.56,7.369,1.8,0.6764,0.9069,58.17,0.01965,18.34,12.01,36.53,25.2,20.25,14.27,51.05,110,46.17,30,0.6684,0.7545,0.8765,0.7823,0.8,0.2492,0.4485,0.5205,0.09598,498.6,800,120,0.243
5,child6,child,3.8414,3.000,1.000,2.000,7.000,0.000,-75.550,0.596,280.000,3.507,12.950,1598,1747,121.2,70.17,6.625,1.8,0.6194,1.216,42.56,0.01664,19.36,12.24,40,32.6,17.56,14.53,69.8,107.2,50.55,25.24,0.5898,0.6781,0.9035,0.6284,0.8428,0.1659,0.6552,0.4494,0.1062,458.4,800,113.2,0.234
5,child7,child,6.9636,4.000,0.000,4.000,10.000,0.000,-31.617,-0.186,614.000,5.113,26.600,1214,2246,119.7,62.53,7.101,1.8,0.6,1.045,55.58,0.01607,16.69,11.24,39.81,26.73,19.18,11.46,62.32,106.5,48.58,30,0.6067,0.863,0.78,0.6546,0.8598,0.2727,0.5083,0.424,0.09554,547.1,766.6,116.4,0.2414
6,parent,parent,15.1232,4.000,0.000,4.000,12.000,10.000,67.817,0.516,468.000,4.627,13.483,1505,2176,99.16,80.36,8.273,1.8,0.6305,1.056,51.42,0.01435,15.44,8.929,40,25.17,23.54,13.61,70.83,110,57.89,24.6,0.4535,0.8119,0.7108,0.7171,0.8667,0.2161,0.4259,0.7187,0.1029,535.7,800,97.12,0.2527
6,child0,child,3.7213,2.000,0.000,2.000,26.000,11.000,107.550,-0.944,587.000,4.593,128.283,1426,2066,87.34,87.88,9.491,1.658,0.8116,0.8414,51.26,0.01539,16.11,13.25,40,25.99,23.31,13.84,72.71,109.7,56.03,25.32,0.5222,0.8228,0.7,0.6984,0.9817,0.1709,0.4914,0.667,0.1047,588.1,800,115.6,0.2647
6,child1,child,9.7692,2.000,0.000,2.000,31.000,13.000,193.783,0.322,815.000,5.440,96.733,1538,2535,103.9,88.24,10.97,1.542,0.6,0.763,56.19,0.01356,15.87,10.66,34.81,29.33,22.38,12.61,63.33,100.6,45.04,26.65,0.4638,0.7308,0.7369,0.8,1,0.1847,0.4026,0.6649,0.1118,490.9,711.5,109.3,0.2812
6,child2,child,-7.1869,5.000,3.000,2.000,-4.000,-4.000,-114.333,-0.043,342.000,4.887,41.700,1446,2074,92.03,72.31,8.675,1.474,0.6,1.096,51.81,0.01409,12.16,7.653,34.81,29.48,21.57,15.02,84.96,110,74.76,20.54,0.5866,0.8498,0.7991,0.6613,0.8311,0.2303,0.4094,0.6647,0.1185,476.6,785.5,84.52,0.2157
6,child3,child,11.8629,4.000,0.000,4.000,6.000,3.000,-42.483,1.168,192.000,2.533,12.983,1257,2268,111,88.49,9.018,1.8,0.787,1.172,41.59,0.01717,17.71,9.699,36.2,24.82,25.97,16.58,78.74,110,55.78,20.29,0.4452,0.7875,0.7029,0.5898,1,0.1946,0.4422,0.6094,0.09311,575.9,754.6,90.42,0.3061
6,child4,child,1.6819,1.000,0.000,1.000,1.000,2.000,15.067,-0.508,116.000,1.473,9.583,1600,2277,113.3,101,9.901,1.8,0.7038,0.9685,42.59,0.01187,14.92,8.912,40,26.39,25.47,12.48,62.45,108.7,58.97,23.68,0.5169,0.7838,0.8149,0.6094,0.8,0.2333,0.4632,0.85,0.1235,572.1,800,113.7,0.2731
6,child5,child,-1.1169,4.000,2.000,2.000,9.000,-3.000,-23.483,-0.252,847.000,6.113,13.400,1525,2505,82.05,71.95,9.821,1.8,0.6522,0.8109,44,0.0149,17.16,7.462,40,21.05,25.96,12.5,63.46,88.61,61.76,25.61,0.4493,0.8716,0.7,0.6271,0.8724,0.2093,0.4499,0.85,0.1255,497.2,800,78.19,0.2364
6,child6,child,1.2171,3.000,1.000,2.000,6.000,4.000,-19.167,0.059,639.000,5.440,12.950,1593,2273,117.5,74.72,7.507,1.8,0.6997,1.013,55.81,0.01173,13.38,9.274,40,21.98,21.84,13.17,81.28,110,57.62,25.17,0.485,0.9,0.7,0.8,1,0.2212,0.398,0.8104,0.1094,553.6,800,94.28,0.2192
6,child7,child,-8.0633,2.000,1.000,1.000,7.000,-2.000,-142.950,-0.465,366.000,2.733,71.383,1531,2221,91.83,78.06,8.617,1.648,0.6,1.193,42.84,0.0126,13.15,9.331,37.87,33.12,23.45,12.75,81.9,100.8,71.09,25.74,0.4472,0.6314,0.7,0.7242,0.8,0.2329,0.546,0.85,0.1122,449.1,800,94.44,0.2629
7,parent,parent,3.3550,1.000,0.000,1.000,10.000,1.000,0.733,-0.046,380.000,2.700,7.667,1505,2176,99.16,80.36,8.273,1.8,0.6305,1.056,51.42,0.01435,15.44,8.929,40,25.17,23.54,13.61,70.83,110,57.89,24.6,0.4535,0.8119,0.7108,0.7171,0.8667,0.2161,0.4259,0.7187,0.1029,535.7,800,97.12,0.2527
7,child0,child,-15.7576,1.000,3.000,-2.000,10.000,-1.000,67.950,0.188,679.000,4.773,87.433,1600,2323,91.34,74.84,8.843,1.8,0.6532,1.05,54.13,0.01569,14.69,11.3,40,31.07,22.34,15.11,75.4,110,58.1,23.84,0.4182,0.7376,0.7177,0.7136,0.8034,0.1864,0.3991,0.7655,0.09392,467.7,800,113.2,0.239
7,child1,child,3.1627,2.000,0.000,2.000,8.000,-3.000,-121.767,1.064,303.000,2.273,10.767,1511,2583,97.78,82.06,8.722,1.744,0.6756,1.3,57.57,0.01314,15.05,9.033,40,26,20.87,13.2,61.25,110,59.82,25.67,0.4731,0.7488,0.7093,0.7119,0.987,0.1698,0.4721,0.85,0.1198,491.9,749.4,116.4,0.2312
7,child2,child,5.0162,2.000,0.000,2.000,9.000,-2.000,-60.817,0.864,307.000,2.380,9.917,1256,2138,79.95,80.47,6.864,1.8,0.6,1.219,49.65,0.01585,14.62,7.752,40,27.37,25.76,15.31,68.76,102,57.65,19.43,0.4797,0.7652,0.7,0.6213,0.9135,0.2108,0.5559,0.671,0.09839,623.1,800,73.89,0.243
7,child3,child,-28.2510,1.000,2.000,-1.000,0.000,-9.000,-209.067,-0.959,468.000,3.767,137.333,1408,1998,97.88,70.88,7.042,1.8,0.6395,1.203,57.53,0.01197,15.21,9.497,33.37,23.44,23.44,15.38,71.22,89.83,51.49,25.17,0.4689,0.8369,0.7,0.8,0.8154,0.2691,0.384,0.6108,0.1146,500.8,800,89.1,0.2498
7,child4,child,15.9994,7.000,1.000,6.000,8.000,3.000,16.367,0.678,541.000,5.620,12.950,1600,1927,101.2,69.82,8.353,1.8,0.6,1.3,39.43,0.01796,16.99,9.526,40,26.36,24.55,13.47,76.29,110,59.47,26.67,0.4294,0.8366,0.8577,0.7294,0.9642,0.219,0.374,0.7728,0.1017,534.4,800,86.47,0.288
7,child5,child,7.2047,5.000,1.000,4.000,3.000,-3.000,-89.167,0.579,252.000,3.413,13.400,1600,2600,82.93,83.12,8.318,1.63,0.6,1.116,54.62,0.01216,12.25,9.606,38.42,20.5,27.87,12.96,71.46,109.8,68.43,26.07,0.3806,0.7214,0.7665,0.7647,0.8419,0.1984,0.4464,0.7788,0.112,531.2,748,81.53,0.2443
7,child6,child,15.9777,3.000,0.000,3.000,24.000,6.000,34.400,0.749,559.000,4.433,12.517,1395,2058,120.1,90.29,7.936,1.8,0.6,1.114,46.82,0.01729,14.39,10.57,40,29.35,23.47,12.79,55.35,100.8,65.96,23,0.4233,0.7741,0.7,0.7047,0.9285,0.2246,0.3797,0.8221,0.09692,617.2,733,93.41,0.2277
