gen,candidate,kind,fitness,homeGoals,awayGoals,goalDiff,shotDiff,boxDiff,attThirdDiff,possDiff,reversals,transPerSec,stationary,ShootRangeNear,ShootRangeFar,ShootScoreNear,ShootScoreFar,ShootPressurePenalty,RoleAttackForward,RoleAttackMidfielder,RoleAttackDefender,PassBaseScore,PassScoreScale,PassPressureBonus,PassFarBonus,CrossBonus,PassBoomerangSeconds,PassFailMemorySeconds,PassFailPenaltyFactor,DribbleBaseScore,DribbleLaneBonus,DribbleFreeSpaceBonus,DribbleEnterMargin,DribbleCommitSeconds,DribbleEnterMaxBallSpeed,ScrambleRadius,ScramblePlayers,ScrambleMinBallSpeed,ScramblePersistSeconds,ContestCommitSeconds,ClearScore,ChaseBaseScore,ChaseDesignationBonus,ChaseNonDesignatedPenalty,ChaseReassignMargin,ScrambleReassignMargin,HoldBaseScore,ActionCommitMargin,PostPassCommitSeconds,CoverOffsetDistance,CoverScore,CoverReassignMargin,PassOfferRunDepth,PassOfferRunWidth,PassOfferReassignMargin,AttackBallPull,AttackMinSpacing,AttackDepthDefender,AttackDepthMidfielder,AttackDepthForward,HomePositionLerp,DeepRunDepth,DefendDepthDefender,DefendDepthMidfielder,DefendDepthForward,DefendBallPull,GKChaseGoalDistance,GKChaseBallDistance,GKLineOffset,GKTrackLerp,GKShotDetectSpeed,GKDiveBurst,GKAdvanceMax,GKCloseDownLerp
2,child9,child,113.9149,20.000,0.000,20.000,203.000,19.000,134.800,0.439,4519.000,28.040,63.067,2080,2800,220,120,10.19,2,0.7065,0.7358,11.22,0.02767,15.63,14.02,34.15,2.786,18.73,0.3548,21.04,24.16,5.54,1.706,0.5772,1231,541.3,3.805,265.1,1.277,1.152,48.03,63.95,14.9,2.772,132.1,819.3,37.13,11.06,1.204,347.4,100,353,676.2,821.6,34.74,0.1481,198.4,0.3987,1,0.9628,0.3299,0.772,0.2611,0.3713,0.9009,0.1469,503.2,695.9,29.71,0.5823,525.4,3.702,327,0.4383
2,child10,child,69.7342,14.000,0.000,14.000,162.000,3.000,20.533,0.774,4640.000,27.353,55.283,1945,2800,219.4,120,10.56,2,0.6921,0.5809,10,0.02483,11.48,15.22,36.45,2.799,17.33,0.3433,18.89,23.29,5.912,1.677,0.5531,1382,600,3.064,316.8,1.173,1.116,43.1,78.93,16.32,2.337,98.85,743,43.58,11.97,1.241,378.4,87.97,350.3,640.5,639,29.65,0.119,208.6,0.4072,0.8917,0.9745,0.3364,1,0.2988,0.2179,0.8538,0.13,482.9,682.6,27.41,0.573,501.5,4,337.8,0.6143
2,child11,child,139.1498,24.000,0.000,24.000,213.000,28.000,249.917,3.080,4261.000,27.687,61.100,1810,2585,220,115.5,8.638,1.669,0.6693,0.6412,12.37,0.03162,12.94,11.05,35.46,3.668,20,0.3146,30.62,29.52,5.352,1.675,0.5496,1085,600,3.457,318.2,1.216,1.02,44.82,74.66,16.12,1.852,108.6,745.2,43.69,9.553,1.297,355.3,84.61,307.6,711.6,668.3,34.84,0.1104,229.1,0.3574,0.9181,0.9483,0.3302,1,0.2781,0.2353,0.7871,0.137,503.9,699.5,28.32,0.5235,444.8,3.761,262.3,0.523
2,child12,child,94.3428,21.000,1.000,20.000,165.000,23.000,162.333,1.011,4780.000,31.393,55.700,1747,2800,220,120,9.541,1.617,0.6571,0.6354,10.48,0.02376,14.88,12.79,38.82,3.754,15.81,0.3405,23.52,27.96,5.375,1.405,0.6495,1255,472.7,3.329,306.6,1.236,1.224,50.93,83.31,14.77,2.304,94.8,711.1,36.33,10.62,1.138,436.7,100,299.7,574.4,751.6,33.26,0.1123,243,0.3612,0.729,0.9558,0.4146,1,0.3109,0.2756,1,0.1398,478.8,632.6,32.75,0.5157,430.7,4,291.4,0.4555
2,child13,child,147.8438,24.000,0.000,24.000,230.000,41.000,216.817,1.956,4321.000,28.087,66.517,1658,2800,220,107.7,8.943,1.838,0.677,0.7694,10,0.0353,17.65,12.69,34.16,3.931,16.51,0.3345,25.09,21.72,5.666,1.919,0.5276,1310,513.5,3.72,367.9,1.323,1.005,38.04,71.84,18.38,2.424,100.1,687.6,48.51,10.4,1.135,349.1,93.76,312.4,582.2,661.4,30.49,0.1633,224.4,0.4687,1,0.9558,0.3046,1,0.2803,0.2185,0.8538,0.1505,492.4,601.5,33.44,0.6227,526.1,3.069,300.4,0.5479
2,child14,child,106.7822,23.000,0.000,23.000,159.000,30.000,93.483,0.726,4099.000,28.520,61.083,1901,2800,217.7,120,9.962,1.677,0.573,0.7037,10.76,0.02306,12.11,12.94,36.14,3.74,18.36,0.3898,23.14,19.67,5.902,1.698,0.6429,1207,519.6,3.972,277.1,1.217,1.024,49.15,80.16,12.15,2.357,110.3,778.3,43.76,8.912,1.355,321.4,85.62,401.3,539.6,676.2,30.03,0.1537,243.5,0.3698,0.9219,1,0.3535,0.9592,0.2196,0.2702,0.7464,0.09706,551.9,802,30.5,0.5552,547.1,3.439,337.9,0.477
2,child15,child,159.4942,32.000,0.000,32.000,217.000,35.000,218.983,1.854,4777.000,30.593,64.833,1739,2642,220,120,10.88,1.842,0.8121,0.8783,10,0.02912,13.48,11.3,33.58,3.668,18.62,0.3085,23.6,23.4,7.078,1.848,0.4585,1288,440.5,4.06,272.4,1.18,0.8705,36.29,73.74,16.34,2.457,112.7,758.5,39.13,8.036,1.279,376.9,87.18,321.7,650.7,782,29.11,0.1082,209.8,0.4013,0.83,0.9518,0.4003,1,0.2638,0.2445,0.7952,0.145,545.4,596.4,33.67,0.6025,477.6,3.654,342.8,0.4141
3,parent,parent,144.0572,32.000,0.000,32.000,206.000,18.000,93.350,1.392,5171.000,30.427,63.533,1739,2642,220,120,10.88,1.842,0.8121,0.8783,10,0.02912,13.48,11.3,33.58,3.668,18.62,0.3085,23.6,23.4,7.078,1.848,0.4585,1288,440.5,4.06,272.4,1.18,0.8705,36.29,73.74,16.34,2.457,112.7,758.5,39.13,8.036,1.279,376.9,87.18,321.7,650.7,782,29.11,0.1082,209.8,0.4013,0.83,0.9518,0.4003,1,0.2638,0.2445,0.7952,0.145,545.4,596.4,33.67,0.6025,477.6,3.654,342.8,0.4141
3,child0,child,122.6781,20.000,1.000,19.000,203.000,29.000,234.183,1.143,3906.000,27.820,50.350,1405,2304,136.8,111.3,12.46,2,0.8712,0.9095,10,0.03069,14.89,11.3,38.91,3.328,15.19,0.2866,25.98,20.77,7.858,1.793,0.3098,1273,504.4,3.775,257.6,1.157,0.8724,35.47,67.66,18.95,2.133,120.1,744.3,38.83,9.057,1.061,391.8,82.2,355,691,884,30.67,0.1001,207.9,0.3414,0.8278,1,0.4119,1,0.2379,0.256,0.8525,0.1657,463.8,522.1,40.01,0.5977,482,4,364.1,0.3896
3,child1,child,22.9923,16.000,5.000,11.000,50.000,-6.000,-11.283,1.751,2641.000,32.560,47.917,1622,2629,220,94.88,10,1.587,0.7542,0.8811,10.06,0.03411,15.3,8.557,27.54,4.331,16.01,0.2583,24,27.68,7.842,1.926,0.3859,1127,600,5.041,335.7,1.267,0.8633,43.63,77.58,17.19,2.624,98.61,668.1,34.75,7.231,1.24,328.3,88.32,339.2,728.4,694.1,28.62,0.114,191.6,0.4781,0.7497,1,0.382,0.9631,0.2406,0.2435,0.664,0.1411,447.3,629.9,28.07,0.6968,436.6,3.956,331.4,0.3931
3,child2,child,66.8587,15.000,3.000,12.000,140.000,17.000,84.433,1.729,3493.000,22.313,79.333,1923,2789,220,120,9.501,1.584,0.7115,0.8729,10.4,0.02516,14.14,13.24,30.32,3.905,20,0.2923,24.91,26.43,6.121,1.802,0.4809,1062,406,5.17,234.3,0.9485,0.71,36.03,66.81,15.35,2.149,102.6,798.7,38.78,8.658,1.261,429.9,80.52,323.9,720.6,842.2,25.37,0.1378,232,0.4033,0.9194,0.9421,0.522,0.9863,0.296,0.2417,0.8126,0.1433,595.6,552.7,29.88,0.587,436.6,4,315.1,0.4103
3,child3,child,128.5211,21.000,0.000,21.000,194.000,32.000,336.683,2.213,3701.000,25.773,61.317,1636,2800,194,105.8,10.55,1.748,0.8568,0.7989,10.9,0.03406,15.76,10.93,28.4,3.096,17.99,0.3468,19.54,29.11,7.566,1.924,0.4349,1414,427.9,4.07,274,1.236,1.039,43.83,71.88,19.95,2.274,119.8,734.9,42.31,8.378,1.475,480.6,100,265.2,707,741.4,27.93,0.1221,209.2,0.4042,0.7556,0.8234,0.4351,0.9197,0.2215,0.2355,0.8502,0.1378,596.6,590.3,32.99,0.6304,436.3,4,357,0.4125
3,child4,child,139.0507,24.000,0.000,24.000,215.000,24.000,186.900,0.846,3950.000,27.287,71.817,2126,2469,220,120,11.42,1.58,0.8633,0.9772,11.96,0.02944,14.67,10.51,28.99,2.887,20,0.2932,25.1,20.7,6.691,2.143,0.4431,1226,431.3,3.722,254.3,1.186,0.8987,34.44,64.15,14.05,3.028,124.5,741.8,40.84,7.737,1.477,429.8,87.24,326.4,575.6,738,30.7,0.1018,188.5,0.465,0.708,0.9274,0.494,1,0.2395,0.2783,0.743,0.1581,634.4,558.9,36.07,0.6581,524.3,4,322.6,0.429
3,child5,child,140.2433,29.000,0.000,29.000,198.000,17.000,199.767,2.613,4672.000,27.633,49.750,1504,2785,220,88.42,13.89,1.686,0.7639,0.9041,11.1,0.02683,12.48,12.28,30.93,4.065,19.22,0.3053,27.67,25.59,5.961,1.763,0.5652,1272,532.2,4.391,261.3,1.188,0.8688,37.41,73.79,20.32,2.315,109.3,756.7,46.93,9.482,1.063,367.7,73.91,358.1,674.8,900,31.35,0.09418,231.8,0.5205,0.8433,0.8349,0.3855,0.8353,0.2598,0.2223,0.7817,0.1529,545.7,560.1,32.29,0.6437,435.1,4,354,0.4056
3,child6,child,138.9859,23.000,0.000,23.000,213.000,52.000,278.483,2.386,4529.000,27.500,56.367,1701,2800,220,108.6,11.84,1.867,0.7651,1.099,10,0.03445,12.95,11.58,32.96,3.69,20,0.3033,25.53,22.79,7.574,2.015,0.4522,1385,467.7,4.428,304.2,1.309,1.001,39.41,60.64,18.17,2.551,107,776.7,42.71,7.04,1.202,422.3,79.88,319.7,551.9,845.6,29.7,0.1128,217.6,0.4614,0.7369,0.904,0.4029,0.9316,0.2835,0.2477,0.7664,0.1573,565.7,677.3,30.78,0.7254,523.3,3.552,400,0.4723
3,child7,child,121.1183,19.000,0.000,19.000,200.000,30.000,210.183,0.894,3860.000,24.940,54.383,1834,2800,220,113.8,14.79,2,0.8465,1.046,12.87,0.0329,15.87,11.27,36.29,4.395,18.7,0.3904,23.04,20.37,8.997,2.276,0.3767,1304,360.2,3.865,272.7,1.162,0.8976,36.61,66.95,18.96,2.754,112.5,900,45.69,6.869,1.517,417,84.22,299.3,594.4,731.9,28.85,0.08958,209.6,0.3886,0.8231,0.8058,0.3502,0.7876,0.1974,0.2539,0.8052,0.1518,689.3,688.3,37.73,0.4735,528.4,3.921,298.2,0.4215
3,child8,child,109.9197,26.000,1.000,25.000,162.000,46.000,303.900,0.541,5124.000,33.420,70.467,1946,2800,203.9,120,10.84,1.969,1.035,0.9379,10,0.02935,17.44,10.83,32.07,3.757,20,0.3282,24.93,24.51,7.643,1.818,0.4699,1520,490.4,4.741,279.1,1.06,0.8703,41.01,76.78,17.77,2.277,129.2,728.2,32.94,10.6,1.514,385.4,99.93,341.7,642.9,884.9,31.15,0.1033,201.6,0.452,0.7006,0.8498,0.4223,0.8791,0.2581,0.2432,0.9273,0.1577,502.8,568.8,30.35,0.497,407.5,2.976,333.2,0.3833
3,child9,child,125.1578,23.000,0.000,23.000,196.000,24.000,263.883,0.016,4377.000,26.980,54.600,1768,2800,220,120,10.78,1.803,0.7534,0.8515,10,0.03021,14.42,10.46,35.9,3.896,20,0.3341,26.69,25.02,7.556,2.16,0.5201,1145,458.3,3.698,290.5,1.314,0.899,33.47,66.86,15.86,2.632,103.6,740.5,35.81,10.6,1.282,421.3,82.42,266.8,656.2,900,37.83,0.1042,199.6,0.4782,0.7279,0.9131,0.3859,0.9179,0.2926,0.2224,0.6319,0.1483,512.3,557.9,36.58,0.5999,529.4,4,261.9,0.3707
3,child10,child,97.8840,22.000,1.000,21.000,156.000,23.000,138.533,1.363,4163.000,26.233,69.150,2111,2216,220,102,11.4,2,0.9357,1.094,11.45,0.03238,13.96,12.37,26.98,3.268,16.8,0.3185,22.61,23.62,6.865,2.068,0.557,1468,307.9,4.919,276.6,1.077,0.8325,29.25,71.01,17.39,2.386,96.15,770,47.53,7.238,1.365,434.8,88.18,303.9,781.4,900,30.9,0.1147,206.6,0.4851,0.8259,1,0.3853,0.9291,0.2474,0.239,0.8136,0.1534,441.1,549,36.74,0.4336,467.7,3.255,348.6,0.3838
3,child11,child,111.9244,26.000,0.000,26.000,152.000,21.000,146.217,0.190,3997.000,26.680,66.567,1607,2800,220,120,11.05,2,1.018,1.03,10,0.02833,14,12.16,43.08,4.759,20,0.3211,20.79,21.41,6.386,1.682,0.4538,1479,457.6,3.992,302.9,1.259,0.7674,46.24,64.91,17.33,2.249,95.93,729.3,32.9,9.156,1.11,438.5,97,315,757.7,756.5,27.17,0.1138,181,0.341,0.9245,0.969,0.3579,1,0.2616,0.2755,0.6062,0.1307,515.1,769.4,35.99,0.626,493.7,3.132,327.9,0.4127
3,child12,child,135.1119,25.000,1.000,24.000,223.000,18.000,130.367,1.098,4768.000,26.813,47.833,1640,2800,220,114.5,10.31,1.828,0.8441,0.9221,10,0.03479,11.45,10.69,28.48,3.263,17,0.3257,24.88,26.88,6.521,1.895,0.5022,1587,489.4,4.108,306.2,1.262,1.043,30.79,70.48,17.52,2.478,117.3,725.6,40.16,8.938,1.2,341.6,79.13,293.8,716.6,716.1,28.71,0.1414,183.6,0.4146,0.9951,0.8477,0.4957,0.8817,0.2532,0.2769,0.8371,0.1416,467.7,573,35.34,0.5961,359.7,2.856,313,0.4084
3,child13,child,106.6904,21.000,1.000,20.000,175.000,31.000,190.183,0.923,4179.000,25.380,69.467,2040,2755,220,112.3,11.39,1.654,0.7147,0.9199,10.64,0.03047,14.65,12.29,28.62,3.546,18.72,0.3768,20.83,28.84,6.344,1.63,0.4351,1273,450.3,4.721,226.7,1.171,0.728,44.73,73.09,20.51,2.67,108.7,835.4,50.01,7.77,1.234,411.8,100,279.2,533.5,900,28.16,0.1159,181.6,0.3316,0.9926,1,0.3757,0.9742,0.2722,0.2421,0.6588,0.1498,568.1,559.2,29.65,0.6056,534.6,3.408,381.6,0.3725
3,child14,child,142.2181,28.000,0.000,28.000,212.000,22.000,164.150,0.745,4698.000,29.873,58.700,1671,2800,210.3,113,8.758,1.744,0.9967,0.8667,10,0.03159,15.57,12.84,28.32,3.457,17.78,0.3095,21.42,26.94,6.643,1.784,0.4508,1234,532.1,3.073,259.9,1.366,0.7703,33.08,73.27,19.48,1.987,101.1,773.2,42.14,6.977,1.299,413.8,82.26,367.8,590.1,704.7,31.25,0.09927,250.7,0.3114,0.7487,0.8756,0.3631,1,0.2445,0.2546,0.9772,0.1562,604.4,759.5,33.99,0.5016,579.4,4,315,0.4829
3,child15,child,74.3450,16.000,0.000,16.000,116.000,22.000,104.917,1.624,3194.000,24.420,45.833,1707,2207,215.6,109,10.7,2,0.7896,0.814,10.63,0.02878,17.85,9.806,32.69,4.25,19.96,0.3101,23.53,24.42,8.102,2.138,0.3802,1337,406.9,4.014,237.5,1.131,1.106,29.9,64.75,14.37,2.34,115,867.8,33.13,7.268,1.28,416.2,88.2,312.4,636.2,670.1,27.8,0.1066,224.8,0.4675,0.7585,1,0.4417,1,0.2481,0.2085,0.8142,0.1611,643.5,498.1,34.48,0.5894,478.3,3.663,400,0.3855
4,parent,parent,88.0491,24.000,0.000,24.000,120.000,3.000,79.850,1.383,3718.000,26.293,70.300,1739,2642,220,120,10.88,1.842,0.8121,0.8783,10,0.02912,13.48,11.3,33.58,3.668,18.62,0.3085,23.6,23.4,7.078,1.848,0.4585,1288,440.5,4.06,272.4,1.18,0.8705,36.29,73.74,16.34,2.457,112.7,758.5,39.13,8.036,1.279,376.9,87.18,321.7,650.7,782,29.11,0.1082,209.8,0.4013,0.83,0.9518,0.4003,1,0.2638,0.2445,0.7952,0.145,545.4,596.4,33.67,0.6025,477.6,3.654,342.8,0.4141
4,child0,child,85.0454,20.000,1.000,19.000,138.000,25.000,162.333,1.724,4080.000,29.733,62.900,2039,2523,220,120,11.57,1.828,0.854,0.984,10,0.0318,13.57,11.08,35.64,3.652,16.43,0.3273,21.24,19.6,6.473,1.775,0.4417,1127,518.8,4.555,320.3,1.288,0.9195,35.03,86.73,17.5,2.21,112.8,752.8,41.77,9.75,1.217,340.8,91.19,332.5,626,654.4,25.91,0.104,189.7,0.4387,0.8567,0.7949,0.4774,1,0.2438,0.1852,0.7119,0.1082,496.1,527.9,37.55,0.5943,431.4,3.239,292.9,0.4263
4,child1,child,3.5408,9.000,2.000,7.000,54.000,4.000,125.000,1.220,3831.000,43.060,57.533,1515,2152,205.5,119.7,8.933,2,1.009,0.914,13.62,0.03968,14.44,11.64,35.4,3.606,20,0.3472,22.04,32.81,8.552,1.683,0.5189,1323,417.1,5.06,210.5,0.8942,0.7922,37.88,87.89,17.52,2.184,80.99,717.8,32.03,6.794,1.302,377.8,75.66,315.1,659.6,716.9,31.73,0.1288,227.2,0.339,0.8,1,0.3866,0.8717,0.2005,0.3031,0.7192,0.1551,542.9,559.1,32.11,0.6116,456.9,3.668,391.6,0.3871
4,child2,child,104.8696,24.000,1.000,23.000,157.000,23.000,129.633,0.824,4124.000,30.587,59.367,1668,2710,193.7,111.2,9.998,1.903,0.6971,0.6728,10,0.0323,11,11.23,35.17,3.544,17.23,0.3482,26.9,20.64,6.802,2.187,0.5359,1375,427.4,3.907,259.4,1.359,0.9527,33.58,80.76,16.6,2.476,97.98,768.5,42.4,7.069,1.036,339.3,70.93,314.2,713.3,659.4,27.68,0.09741,202.6,0.3935,0.7819,1,0.4301,1,0.2842,0.2254,0.67,0.1492,551.2,697,37.01,0.7388,405.2,3.914,400,0.4223
4,child3,child,86.3598,18.000,1.000,17.000,156.000,13.000,144.133,1.750,3993.000,26.027,64.650,1955,2677,166.8,120,12.51,1.666,0.8626,0.7433,10.69,0.03188,12.51,11.33,38.61,3.046,18.47,0.2852,22.44,26.89,7.567,1.945,0.4468,984.3,454.6,4.143,261.3,1.054,0.9806,33.57,75.49,18.2,2.137,111.8,605.7,44.11,8.68,1.347,348.5,83.24,371.2,580.7,849.4,34.53,0.09944,184.7,0.5021,0.8931,0.6906,0.3905,0.8386,0.2872,0.2776,0.7949,0.1868,558.8,643.1,30.73,0.5666,501.8,3.62,355.8,0.4574
4,child4,child,127.2284,24.000,0.000,24.000,180.000,35.000,186.917,1.825,3774.000,42.040,44.783,2200,2278,220,120,10.4,1.859,0.8551,0.8479,10,0.0263,12.66,10.76,28.46,3.348,20,0.2279,23.86,21.04,7.763,1.848,0.4998,1343,509.4,4.649,280.2,1.459,0.783,30.74,94.52,15.66,2.357,104.8,670.3,30.33,8.242,1.388,397.6,77.25,294,758.6,722.5,26.22,0.1026,202,0.4756,0.8116,0.9186,0.3626,1,0.2694,0.2963,0.9888,0.1249,488.5,552,38.86,0.5868,600.6,3.108,322.1,0.3375
4,child5,child,184.8580,23.000,0.000,23.000,279.000,55.000,289.350,0.698,3163.000,30.213,61.267,1798,2796,209,120,9.982,1.864,0.7678,0.7336,10,0.02955,15.86,11.13,29.87,3.925,14.79,0.2635,25.03,23.81,6.824,1.967,0.4223,1412,396.5,4.611,263.9,1.205,0.9353,39.81,74.44,17.49,2.765,119.4,900,37.94,6.177,1.371,390.8,76.09,270.6,663.6,716.9,33.58,0.1107,221.2,0.322,1,0.9145,0.3665,1,0.2694,0.2239,0.8273,0.1739,571.9,723.2,46.97,0.5938,391.8,3.844,313.6,0.4734
4,child6,child,151.1471,25.000,0.000,25.000,237.000,37.000,278.617,1.016,4623.000,29.167,66.867,1933,2800,220,120,10.59,2,0.806,0.798,11.71,0.02894,12.25,8.974,33.41,3.179,18.41,0.3596,22.35,23.82,6.35,1.94,0.5818,1303,471.2,4.435,260,1.054,0.9122,31.28,66.33,13.97,2.133,86.89,760.4,32.97,9.266,1.312,494.7,100,346.4,576.4,782.3,29.38,0.1371,235.5,0.3742,0.837,1,0.4923,0.9176,0.2219,0.2321,0.7749,0.1411,618,640.4,32.19,0.5426,509.9,3.868,316.1,0.4156
4,child7,child,71.5714,15.000,0.000,15.000,120.000,10.000,98.467,1.581,3008.000,23.233,57.850,1815,2059,198.8,120,12.44,1.691,0.7912,1.042,10.22,0.03187,14.64,9.791,28.28,4.336,20,0.3252,22.32,26.02,6.875,1.861,0.5246,1283,407.4,3.9,254.7,1.192,0.8168,26.8,56.85,16.98,2.247,124.3,724.9,46.44,7.915,1.709,369.4,81.07,289.8,765,742.9,29.93,0.1051,221.2,0.3198,0.8999,1,0.3532,1,0.2121,0.2458,0.7959,0.1475,433.7,611.6,36.92,0.6709,459.3,4,267.6,0.4363
4,child8,child,77.4504,17.000,0.000,17.000,134.000,-6.000,-34.483,3.016,3252.000,25.127,51.350,2200,2204,220,120,10.41,2,0.917,0.7553,11.27,0.03084,16.27,11.2,32.67,3.692,19.1,0.3205,25.19,29.7,6.637,2.387,0.49,1210,434.7,3.65,279.2,1.228,0.9765,42.93,64.61,16.11,2.335,90.67,874,36.54,8.933,1.2,377,89.48,364.3,618.6,837.4,27.64,0.1141,204.3,0.4068,0.7274,0.9001,0.4568,0.9976,0.2841,0.2544,0.7616,0.1615,563.7,706.9,36.83,0.5785,454.7,4,306.6,0.346
4,child9,child,113.3236,19.000,0.000,19.000,197.000,14.000,27.550,-0.158,3678.000,26.967,59.717,1697,2800,203.3,106.3,10.27,2,0.8061,1.068,10.58,0.03097,14.64,11.49,33.5,5.018,20,0.3294,26.56,24.11,7.178,1.75,0.5268,1405,444.1,3.84,270,1.294,1.191,37.78,74.14,16.86,3.184,141,732,38.91,7.653,1.117,345.5,73.58,381.5,569.4,842,35.3,0.1081,214.8,0.4112,0.842,0.9547,0.372,1,0.2493,0.2252,0.8375,0.1479,646.3,662.2,37.06,0.5617,552.4,3.74,326.8,0.5279
4,child10,child,145.0494,20.000,0.000,20.000,248.000,20.000,116.067,0.934,3858.000,27.740,43.850,1634,2800,194.7,120,10.96,1.429,1.069,0.7524,10.38,0.02848,13.14,12.88,31.76,4.793,19.86,0.3391,22.69,20.7,6.211,2.195,0.5683,1228,487,4.022,294.9,1.161,0.9219,33.63,71.72,16.71,2.964,116.5,833.3,45.04,9.285,1.513,310.4,83.88,272.8,616,687.3,28.03,0.1181,191,0.4403,0.7513,0.9603,0.3125,1,0.2771,0.2359,0.8267,0.142,536.6,677.9,26.53,0.577,525.2,3.896,321.9,0.3605
4,child11,child,106.6543,19.000,0.000,19.000,167.000,15.000,203.467,1.101,3338.000,24.420,56.433,1721,2351,212,120,10.12,1.826,0.8462,0.9124,10,0.02897,15.27,11,33.88,4.201,20,0.2821,22.85,21.17,5.803,1.985,0.4862,997.4,410.4,3.693,236.1,1.208,0.9726,36.76,65.11,17.55,2.184,116.9,754,47.48,7.274,1.317,414.8,89.76,356.8,622,872.2,25.02,0.1189,191.7,0.4442,0.7718,1,0.3875,0.939,0.2888,0.2314,0.711,0.1575,561.9,543.3,33.37,0.7607,439,3.808,359.8,0.4702
4,child12,child,99.7883,21.000,2.000,19.000,176.000,19.000,157.700,1.395,4379.000,31.367,59.367,1636,2800,220,105.4,12.92,2,0.7598,0.9007,10.04,0.03422,12.74,10.59,44.16,3.12,19.74,0.3539,20.01,21.88,7.678,1.68,0.5196,1208,464.5,4.308,293.2,1.071,0.825,39.01,78.92,20.66,2.521,105.7,900,39.74,7.08,1.185,330.3,78.96,328.6,580.2,783.2,27.06,0.1243,209.3,0.3178,0.8152,0.9492,0.385,1,0.2507,0.2027,0.7704,0.158,556.4,746.4,34.19,0.5453,417.7,3.655,282,0.4772
4,child13,child,127.2982,22.000,0.000,22.000,207.000,16.000,112.917,1.662,3875.000,26.713,70.700,1632,2797,220,120,10.87,1.925,0.6371,0.7441,10.72,0.02911,13.67,9.004,37.67,3.8,17.58,0.3333,26.63,22.93,7.274,1.859,0.4551,1092,411.9,4.501,199.2,1.318,0.7838,35.25,62.15,15.88,2.374,118.1,758.3,32.61,6.803,1.169,517.8,85.11,341.3,513.8,877.9,22.99,0.111,190.3,0.4155,0.8162,0.7733,0.4772,1,0.2551,0.2519,0.6845,0.1437,571.6,624.9,36.02,0.6045,477.8,3.108,281.6,0.3469
4,child14,child,67.9192,15.000,2.000,13.000,122.000,28.000,116.867,2.155,3213.000,22.040,67.617,2200,2744,183.2,120,12.32,2,0.9039,0.982,10.77,0.02734,12.67,10.5,34.46,3.749,17.84,0.3397,23.81,29.01,6.846,1.989,0.4718,1069,427.3,4.214,259.9,1.314,0.833,41.17,54.48,15.25,2.024,106.6,689.9,41.33,7.846,1.163,346.1,96,308.4,583.6,740.4,30.48,0.09214,230.1,0.3466,0.9661,0.8372,0.4136,0.9576,0.2375,0.2275,0.8461,0.1486,537.8,532.4,42.28,0.526,367.8,3.053,369.8,0.5203
4,child15,child,88.5911,16.000,0.000,16.000,162.000,10.000,36.017,1.630,3459.000,23.740,69.800,1739,2277,220,120,11.93,1.801,0.8109,0.9784,10,0.0314,13.12,10.75,39.15,4.518,20,0.3368,22.18,20.72,8.698,1.655,0.4486,1013,415.6,3.588,287.4,1.195,0.8476,31.79,68.74,14.46,2.402,97.91,739.8,46.31,7.902,1.105,359,100,295.4,577.6,843,28.56,0.1089,224.7,0.4361,0.7852,0.9578,0.4458,0.9727,0.2589,0.3017,0.9008,0.1258,511.6,775.4,29.99,0.4844,455.1,3.449,363.7,0.3938
5,parent,parent,162.0802,26.000,1.000,25.000,241.000,32.000,198.450,1.504,3449.000,30.740,69.767,1798,2796,209,120,9.982,1.864,0.7678,0.7336,10,0.02955,15.86,11.13,29.87,3.925,14.79,0.2635,25.03,23.81,6.824,1.967,0.4223,1412,396.5,4.611,263.9,1.205,0.9353,39.81,74.44,17.49,2.765,119.4,900,37.94,6.177,1.371,390.8,76.09,270.6,663.6,716.9,33.58,0.1107,221.2,0.322,1,0.9145,0.3665,1,0.2694,0.2239,0.8273,0.1739,571.9,723.2,46.97,0.5938,391.8,3.844,313.6,0.4734
5,child0,child,97.7894,21.000,0.000,21.000,157.000,14.000,17.050,2.283,3896.000,26.113,64.217,1622,2800,217.8,120,9.175,1.731,0.6991,0.7064,10.94,0.03408,14.06,11.89,29.5,3.543,16.12,0.2248,17.68,28.09,5.986,1.655,0.4579,1223,404.8,4.54,286.2,1.081,1.036,40.42,57.52,14.96,2.672,108.1,820.9,35.51,6.326,1.58,324.8,73.51,242.9,741.2,639.2,29.71,0.1002,210.7,0.3327,0.9624,0.7959,0.3526,1,0.2234,0.2037,0.7566,0.1707,496.1,853.6,52.98,0.4893,401.9,4,326.1,0.5311
5,child1,child,60.2276,15.000,0.000,15.000,117.000,30.000,104.017,1.291,4020.000,37.900,80.083,1873,2479,203.5,103.7,10.31,1.999,0.7823,0.7054,10.61,0.02698,13.59,10.31,30.09,4.421,13.27,0.2459,27.31,24.1,6.641,1.64,0.3961,1405,389.4,5.11,235.7,1.059,0.9992,39.21,80.71,16.9,2.809,143.2,900,30.09,5.91,1.199,350,74.96,253.1,791.4,741.3,29.33,0.1024,244.7,0.3121,0.9122,0.9556,0.3631,1,0.2694,0.248,0.8577,0.2122,571.1,813.3,43.3,0.607,368.3,4,281.7,0.6688
