gen,candidate,kind,fitness,homeGoals,awayGoals,goalDiff,shotDiff,boxDiff,attThirdDiff,possDiff,reversals,transPerSec,stationary,ShootRangeNear,ShootRangeFar,ShootScoreNear,ShootScoreFar,ShootPressurePenalty,RoleAttackForward,RoleAttackMidfielder,RoleAttackDefender,PassBaseScore,PassScoreScale,PassPressureBonus,PassFarBonus,CrossBonus,PassBoomerangSeconds,PassFailMemorySeconds,PassFailPenaltyFactor,DribbleBaseScore,DribbleLaneBonus,DribbleFreeSpaceBonus,DribbleEnterMargin,DribbleCommitSeconds,DribbleEnterMaxBallSpeed,ScrambleRadius,ScramblePlayers,ScrambleMinBallSpeed,ScramblePersistSeconds,ContestCommitSeconds,ClearScore,ChaseBaseScore,ChaseDesignationBonus,ChaseNonDesignatedPenalty,ChaseReassignMargin,ScrambleReassignMargin,HoldBaseScore,ActionCommitMargin,PostPassCommitSeconds,CoverOffsetDistance,CoverScore,CoverReassignMargin,PassOfferRunDepth,PassOfferRunWidth,PassOfferReassignMargin,AttackBallPull,AttackMinSpacing,AttackDepthDefender,AttackDepthMidfielder,AttackDepthForward,HomePositionLerp,DeepRunDepth,DefendDepthDefender,DefendDepthMidfielder,DefendDepthForward,DefendBallPull,GKChaseGoalDistance,GKChaseBallDistance,GKLineOffset,GKTrackLerp,GKShotDetectSpeed,GKDiveBurst,GKAdvanceMax,GKCloseDownLerp
54,child11,child,34.6178,14.000,1.000,13.000,46.000,9.000,7.467,-0.836,2398.000,12.567,36.767,2151,1862,130.1,114.1,4.398,1.691,1.2,1.466,10,0.00899,9.28,10.76,25.08,0.5,12.78,0.2112,31.27,29.79,21.28,1.093,0.4472,1368,356.6,4.579,140.7,2.296,2.5,43.49,86.84,19.89,5.113,219.8,594,86.39,3.336,0.9841,290.3,49.08,256.7,739.7,650.1,68.86,0.04911,555.9,0.6164,0.8657,0.6943,0.9,0.8309,0.1985,0.1876,0.9323,0.1699,448.6,1154,29.52,0.8,604.4,1.96,378.4,0.4212
54,child12,child,56.7321,18.000,0.000,18.000,65.000,5.000,64.633,0.005,2676.000,15.213,37.817,2200,2138,144.2,117.7,4.462,1.432,1.2,1.5,10,0.00801,10.48,18.62,27.99,0.5,11.75,0.1986,30.32,32,23.02,1.053,0.4131,1101,366.2,4.912,173.1,2.446,2.335,32.65,73.99,19.83,4.983,154.1,654.5,75.53,3.281,1,218.1,48.55,166.9,909.8,636.3,69.04,0.04959,523.5,0.7966,0.8336,0.6879,0.9,0.7,0.1514,0.1353,0.9897,0.2003,474.5,1065,26.95,0.7807,759.5,2.088,380.7,0.3523
54,child13,child,55.7884,17.000,0.000,17.000,89.000,-1.000,-64.000,1.402,3266.000,18.527,44.200,1688,2024,143.8,116.2,4.263,1.619,1.2,1.345,13.38,0.007377,11.35,12.72,20.63,0.59,13.14,0.166,29.99,31.39,24.55,1.245,0.5342,1516,348.8,5.267,179.8,2.164,2.5,33.55,83.44,21.34,5.279,226.9,663.8,87.98,3.195,0.9447,210.4,46.64,234.2,689.8,651.6,71.74,0.04863,535.7,0.6079,0.7925,0.6763,0.8551,0.9359,0.1576,0.1531,0.972,0.1704,496.6,867,29.47,0.6789,710.6,1.943,333.3,0.3874
54,child14,child,35.3328,13.000,0.000,13.000,49.000,16.000,179.950,0.252,2595.000,28.907,62.517,1864,1789,130.4,120,3.842,1.367,1.2,1.328,10,0.007711,10.98,13.53,26.66,0.5,12.76,0.1866,26.12,24.82,21.45,1.085,0.4206,1670,305.4,5.688,145.6,2.759,2.5,46.65,99.78,18.9,5.211,232.9,594.7,51.82,2.9,1.165,275.9,46.67,218.7,590.5,737.9,74.31,0.04232,600,0.5963,0.842,0.675,0.798,0.7139,0.1985,0.1271,0.8371,0.1974,365.1,1048,37.39,0.8,480.4,1.727,382.6,0.4714
54,child15,child,168.2093,42.000,1.000,41.000,176.000,46.000,314.050,2.071,4917.000,31.253,70.117,2097,2376,125.9,107.8,4.968,1.74,1.2,1.5,10,0.007422,10.03,13.53,23.34,0.5,13.55,0.1624,28.21,26.73,27.59,0.9192,0.4099,1168,391,5.709,137.3,2.309,2.5,36.52,83.07,15.44,4.984,223.5,454.4,69.52,3.741,1.098,246,51.2,223.8,724.7,639.4,72.31,0.04731,600,0.6027,0.9945,0.7082,0.8466,0.7135,0.1722,0.1391,1,0.1506,442.2,1138,44.38,0.6088,540.2,2.077,339.9,0.3448
55,parent,parent,151.7288,37.000,0.000,37.000,147.000,31.000,288.600,3.585,3725.000,32.173,60.683,2178,2239,134.5,120,4.315,1.5,1.071,1.251,10,0.00883,11.5,12.18,23.73,0.5447,17.1,0.1602,32.86,33.63,25.88,1.358,0.4861,1150,334.6,5.754,151,2.163,2.462,37.38,79.86,20.45,5.549,210.8,531,64.21,3.752,1.04,252.6,48.33,219.8,638,678.9,68.55,0.05309,600,0.6636,0.7368,0.6842,0.7632,0.7527,0.205,0.1562,0.9146,0.1478,469.2,907.9,33.53,0.8,502.4,2.034,400,0.4166
55,child0,child,84.9719,23.000,0.000,23.000,82.000,21.000,228.050,4.898,2951.000,22.200,45.083,2104,2244,101.3,120,4.391,1.649,1.007,1.407,11.05,0.008489,12.19,11.65,20.84,0.547,16.79,0.1528,37.58,31.89,22.43,1.485,0.4828,1058,375.8,5.972,147,2.553,2.415,32.84,79.65,20.05,4.938,226.4,606.4,55,3.606,0.8179,276.9,48.88,239.5,707.6,734,71.17,0.05242,531.8,0.5435,0.7207,0.6147,0.6664,0.7588,0.1969,0.1309,1,0.1452,501.9,944.3,29.42,0.648,455.2,2.255,400,0.359
55,child1,child,81.6084,21.000,0.000,21.000,102.000,24.000,160.083,-0.100,3231.000,20.467,59.867,1982,2112,143.8,120,4.186,1.574,1.047,1.152,10.25,0.009766,12.12,14.07,27.18,0.5939,15.18,0.2022,32.18,27.62,28.96,1.294,0.4707,1194,313.4,5.795,155.5,2.329,1.974,38.33,88.4,21.4,6.406,215.2,508.7,74.97,3.124,0.9223,266.2,47.89,203.7,667.6,753.7,65.17,0.04241,600,0.7226,0.7152,0.7174,0.5369,0.8322,0.1813,0.1348,0.8648,0.1474,465.2,875.1,24.73,0.8,479.3,2.473,400,0.4222
55,child2,child,20.4142,10.000,0.000,10.000,46.000,-8.000,-117.333,-2.330,2101.000,13.660,50.983,2200,2496,140.3,113.5,4.576,1.385,1.112,1.045,10,0.008981,10.47,12.47,22.69,0.6127,17.32,0.1657,43.64,37.21,24.06,1.747,0.4303,1187,380.3,5.479,158.5,2.114,2.296,33.59,68.66,17.05,6.462,204.7,498.1,63.19,3.934,1.264,271.2,50.76,205.2,754.6,750.4,69.95,0.05227,600,0.8,0.686,0.659,0.737,0.7837,0.194,0.1519,0.8163,0.1574,526.3,998.3,27.95,0.8,579.8,1.917,393,0.3539
55,child3,child,111.7964,27.000,1.000,26.000,130.000,38.000,202.733,1.229,3474.000,27.493,59.833,2200,2559,167.8,97.24,3.554,1.32,1.045,1.141,10,0.008686,11.53,11.51,25.96,0.5,15.2,0.1693,36.88,40.29,25.82,1.275,0.4918,1126,381.2,6,143.5,2.274,2.5,43.25,81.24,18.39,5.841,193.8,508.6,63.95,4.132,1.062,260.1,44.8,211.6,646.1,601.1,59.48,0.07104,572.3,0.6029,0.9632,0.7838,0.7444,0.7618,0.195,0.1334,0.7317,0.1392,381.7,858.9,30.44,0.7033,485.9,2.013,400,0.369
55,child4,child,63.4093,22.000,1.000,21.000,76.000,4.000,-25.967,1.120,3176.000,17.613,49.100,2200,2642,139,114,3.958,1.205,1.2,1.128,10.98,0.009161,10.36,12.03,28.8,0.5447,14.89,0.1656,38.57,27.91,25.15,1.497,0.5524,1178,429,6,139.8,2.024,2.19,32.24,75.01,21.27,6.186,240.5,571.2,82.09,3.231,1.187,249.5,48.13,230.7,563.2,580,75.04,0.05569,522.7,0.8,0.7997,0.5645,0.7992,0.7,0.1776,0.1364,0.9378,0.1791,405.8,955.7,34.87,0.7892,529.2,1.669,372.1,0.3916
55,child5,child,51.1132,16.000,0.000,16.000,78.000,-10.000,-60.550,0.562,2704.000,15.267,43.900,2200,2422,126.6,120,4.303,1.52,1.2,1.422,10.11,0.009145,9.723,12.51,23.38,0.6052,16.34,0.138,35.45,35.01,30,1.314,0.4464,1004,391.6,5.286,167,1.872,2.036,37.47,76.76,25.34,5.395,200.2,548.8,74.14,4.493,1.173,222.5,54.76,216.9,726.5,806.7,75.74,0.05644,600,0.6985,0.8799,0.6718,0.737,0.7946,0.2247,0.1644,1,0.1527,386.5,1025,37.35,0.7652,402.7,2.082,347,0.6296
55,child6,child,23.0331,11.000,2.000,9.000,66.000,-7.000,-90.583,-0.772,2671.000,14.607,51.983,2200,1783,128.4,120,5.006,1.438,1.149,1.119,12.02,0.008318,10.98,10.79,29.01,0.566,16.31,0.1509,34.17,32.12,24.59,1.166,0.531,1158,424.1,6,174.3,2.145,2.347,34.37,70.03,20.98,5.473,232,532.9,72.36,4.128,0.7433,192.3,42.34,193.5,664.8,713.7,63.84,0.05061,556.8,0.5382,0.7873,0.6405,0.7052,0.7106,0.2462,0.1578,1,0.1424,404.1,863.1,33.97,0.6918,425.1,1.944,400,0.4123
55,child7,child,100.5789,27.000,1.000,26.000,92.000,41.000,224.900,4.336,3014.000,21.407,60.067,2109,1993,132.2,118.2,4.661,1.479,1.2,1.364,10.42,0.01155,10.24,13.25,23.79,0.5303,17.72,0.1555,29.01,40.99,21.52,1.444,0.4736,1107,338.4,6,143.8,2.277,2.5,40.96,83.32,22.79,4.688,188.5,605.8,58.74,3.571,0.9162,286.7,53.27,192.2,647.4,819.2,78.68,0.05239,586,0.5887,0.7098,0.6362,0.8337,0.948,0.2488,0.1258,1,0.1398,483.5,998,37.63,0.8,533.6,1.81,377.7,0.3637
55,child8,child,35.4979,13.000,0.000,13.000,60.000,-6.000,-115.833,-0.088,2453.000,15.847,38.267,2200,2691,127.2,109,4.089,1.444,0.9466,0.9868,10.51,0.01083,10.7,9.975,20.33,0.7023,17.95,0.1448,34.63,29.63,26.97,1.449,0.5304,1140,294.7,6,165.7,2.562,2.5,34.13,68.16,21.69,6.312,209.9,676.1,61.58,3.228,1.149,209.2,43.95,195.2,654.8,556.3,63.02,0.04857,600,0.6615,0.7699,0.8096,0.8915,0.7115,0.2014,0.1692,0.9085,0.146,510,776.7,35.12,0.8,613.3,2.356,400,0.4744
55,child9,child,82.6650,24.000,0.000,24.000,86.000,10.000,172.533,4.792,3199.000,24.500,57.417,2200,1728,106.2,104.2,4.673,1.802,1.09,1.359,10,0.007953,9.775,12.71,30.75,0.5,18.19,0.1441,28.77,37.87,23.81,1.242,0.3873,991.8,338.6,5.787,153.2,1.759,2.5,35.24,83.26,23.08,5.517,211.4,562.8,68.8,4.256,1.048,272.2,49.27,213.4,738.8,772.2,75.03,0.04758,540.1,0.7451,0.6693,0.6212,0.8097,0.8168,0.2241,0.1466,0.8921,0.1215,495.2,942.3,36.51,0.752,432.9,1.836,330.7,0.3623
55,child10,child,74.4597,21.000,1.000,20.000,88.000,10.000,148.333,2.860,2829.000,27.087,49.383,1636,2079,99.38,120,4.211,1.687,1.006,1.103,10.29,0.008931,10.32,10.61,22.77,0.5498,19.57,0.1688,33.7,31.45,30,1.453,0.4797,1218,277.8,6,172.3,1.909,2.5,34.67,96.22,19.48,6.21,239.9,503.9,61.07,3.11,1.049,237.5,48.04,223,748.2,792.7,81.24,0.05372,582.2,0.6566,0.6529,0.6922,0.7347,0.7477,0.2284,0.1295,0.8441,0.1362,461.2,1026,34.89,0.68,577.9,1.931,371.2,0.4748
55,child11,child,169.5030,36.000,0.000,36.000,197.000,40.000,246.767,2.248,4390.000,26.780,44.783,1733,2757,146.8,120,3.853,1.307,1.15,1.407,10.01,0.008008,11.91,13.1,24.4,0.5717,16.09,0.1316,37.66,26.82,21.4,1.582,0.4473,1325,321.6,5.456,139.3,2.601,2.5,33.77,92.23,17.8,4.978,198,499.4,68.81,3.588,1.089,234.3,37.06,233.5,608.7,635.8,67.2,0.04552,529.8,0.8,0.9363,0.6181,0.6818,0.7395,0.1908,0.1553,0.9061,0.1362,495.1,1051,36.33,0.634,548,2.38,400,0.4085
55,child12,child,67.3260,13.000,0.000,13.000,112.000,18.000,145.067,-0.134,2761.000,17.867,47.117,2200,2033,130.4,100.5,4.492,1.668,1.006,1.124,10.76,0.009048,12.23,12.1,23.04,0.5045,17.46,0.1385,36.06,32.73,23.02,1.582,0.4884,1054,322,6,164.5,2.33,2.373,39.16,67.49,21.99,5.96,180.9,541.6,61.05,4.446,1.187,314.1,49.18,252.8,482.1,672.6,68.46,0.06104,587.1,0.7061,0.697,0.6599,0.781,0.9267,0.2008,0.1691,0.8391,0.1759,384,841.3,31.76,0.8,514.4,2.003,353.4,0.4
55,child13,child,81.9660,18.000,1.000,17.000,122.000,14.000,59.250,2.588,2813.000,31.013,40.817,2104,2199,135.8,103.1,4.459,1.3,0.9603,1.075,10,0.008153,11.79,13.24,19.92,0.5207,18.16,0.1412,23.94,37.39,27.69,1.635,0.471,1441,332,5.388,174.4,2.633,2.5,37.1,90.67,20.36,5.866,218.8,440.7,53.03,3.038,1.149,263.8,49.7,268.7,587.6,770.2,71.14,0.04782,571.9,0.5454,0.9858,0.6989,0.8542,0.9026,0.1841,0.1491,1,0.1398,619.2,709.6,33.22,0.7336,476.3,2.501,400,0.4292
55,child14,child,127.3690,28.000,0.000,28.000,144.000,35.000,247.033,1.669,3354.000,30.213,48.450,2111,2286,145.2,120,4.221,1.574,1.119,1.336,10.69,0.008509,11.13,10.51,23.52,0.5683,17.71,0.1788,39.53,35.98,27.73,1.283,0.5289,1108,313.3,4.982,155.3,2.833,2.081,49.96,91.38,18.87,4.801,253.5,560.5,66.11,3.194,1.095,208.7,45.3,166.7,635,788.3,69.93,0.05278,467,0.6382,0.6961,0.7056,0.8756,0.7143,0.1934,0.1499,0.9368,0.1561,488.1,1200,38.39,0.7814,476.6,2.205,387.6,0.2972
55,child15,child,124.4752,32.000,0.000,32.000,137.000,23.000,127.200,4.222,4124.000,26.013,54.383,1831,2249,142.5,120,3.933,1.505,0.7902,0.9845,10,0.008835,10.96,12.16,21.18,0.6506,15.13,0.1646,35.61,34.97,27.15,1.364,0.4505,1157,321.5,5.272,130.4,2.294,2.291,32.66,79.19,21.61,4.817,180,481.6,64.43,3.626,0.8096,249.9,38.71,222.1,660.3,582.1,66.97,0.04757,600,0.5492,0.6751,0.5765,0.635,0.7319,0.204,0.1433,0.8391,0.1324,428.9,1040,26.51,0.8,582.1,2.27,400,0.444
56,parent,parent,132.8257,34.000,0.000,34.000,146.000,8.000,17.650,3.119,3684.000,29.233,59.233,1733,2757,146.8,120,3.853,1.307,1.15,1.407,10.01,0.008008,11.91,13.1,24.4,0.5717,16.09,0.1316,37.66,26.82,21.4,1.582,0.4473,1325,321.6,5.456,139.3,2.601,2.5,33.77,92.23,17.8,4.978,198,499.4,68.81,3.588,1.089,234.3,37.06,233.5,608.7,635.8,67.2,0.04552,529.8,0.8,0.9363,0.6181,0.6818,0.7395,0.1908,0.1553,0.9061,0.1362,495.1,1051,36.33,0.634,548,2.38,400,0.4085
56,child0,child,57.5136,14.000,0.000,14.000,96.000,19.000,161.567,0.502,2973.000,33.120,67.267,1741,2800,164.6,79.65,4.209,1.25,0.9859,1.307,11.69,0.008342,12.06,12.52,22.03,0.5717,14.67,0.1444,33.35,31.83,20.52,1.624,0.4735,1051,314.5,5.381,136.5,2.199,2.5,33.91,115.4,16.44,4.985,179.5,465.4,62.99,4.099,1.395,234.7,34.16,208.3,541.9,710,70.24,0.04514,551.7,0.8,0.9566,0.6996,0.5997,0.7,0.1909,0.1623,1,0.14,454.7,1081,43.07,0.5539,544.1,2.532,400,0.4679
56,child1,child,41.7306,12.000,0.000,12.000,75.000,-1.000,-18.450,-0.396,2376.000,17.227,55.200,1657,2645,154.1,101,4.261,1.21,1.2,1.246,11.96,0.008889,9.983,13.52,27.94,0.5966,13.82,0.1447,40.59,25.38,21.4,1.715,0.3722,1408,399,5.145,137,2.615,2.291,31.09,75.72,17.91,4.617,202.3,465.4,74.34,3.128,1.171,265.3,36.51,214.1,835.7,671.3,55.98,0.04593,600,0.7418,0.8506,0.5525,0.6909,0.7492,0.1607,0.1738,0.7926,0.1377,452.3,1200,37.62,0.6349,633.6,2.529,355,0.3559
56,child2,child,177.4568,38.000,0.000,38.000,204.000,40.000,283.917,2.559,4302.000,29.393,75.417,2097,2378,137.1,114.6,3.668,1.306,0.9928,1.412,11.01,0.007507,10.49,10.48,22.65,0.5989,20,0.1368,38.05,23.04,21.16,1.612,0.4294,1348,330.2,6,125.3,2.411,2.5,36.65,98.05,16.8,4.543,197.2,412.5,77.45,2.852,0.8724,226,30.71,249.1,658.6,521.7,74.29,0.04242,564.6,0.7496,0.9718,0.5137,0.698,0.7235,0.2123,0.1698,0.9501,0.1731,541.7,921.9,36.19,0.6231,586.8,2.329,400,0.4529
56,child3,child,66.1260,22.000,1.000,21.000,75.000,11.000,14.617,0.327,2928.000,22.300,55.200,1587,2094,132.4,120,3.164,1.476,1.2,1.335,10,0.008528,13.93,10.7,28.6,0.5,15.1,0.129,40.38,29.75,22.16,1.597,0.5105,1191,242.7,4.789,121,2.208,2.5,28.44,82.67,18.66,5.281,256.5,506.9,74.75,3.377,0.9784,195.5,35.5,188,514.4,818.1,52.49,0.04344,527.7,0.6914,0.932,0.6551,0.7819,0.7675,0.2132,0.1395,0.9153,0.1247,643.3,1132,38.49,0.6213,517.4,2.746,369,0.3599
56,child4,child,155.0090,34.000,1.000,33.000,185.000,31.000,244.883,0.059,3931.000,24.747,58.333,2200,2800,134.4,119.8,4.119,1.26,1.2,1.5,11.36,0.0089,12.53,12.18,25.23,0.562,18.81,0.1146,33.92,25.31,22.51,1.564,0.4096,1082,299.1,4.897,148.6,2.266,2.5,34.01,96.02,17.25,4.913,233.8,491,76.26,3.482,1.101,229.4,33.45,269.7,616.4,539.5,60.14,0.04333,515,0.7751,0.8925,0.6602,0.6649,0.7432,0.1799,0.1581,0.8961,0.1317,567.5,992.6,38.06,0.6036,481.1,2.272,400,0.4413
56,child5,child,123.6068,33.000,3.000,30.000,151.000,39.000,184.400,1.020,4483.000,29.380,61.233,1859,2728,156.6,120,3.865,1.262,1.2,1.277,10,0.008336,11.48,14.13,24.15,0.5458,16.1,0.1275,36.7,25.04,24.44,1.662,0.4333,1254,384.4,4.911,131.6,2.316,2.259,33.98,100.9,16.69,4.573,212.2,525.4,76.97,3.586,0.8777,258.4,34.13,221.7,567.9,605.5,63.72,0.0455,557.6,0.8,1,0.6002,0.761,0.7634,0.1816,0.1666,1,0.1212,551,1044,43.92,0.6648,610.7,1.581,400,0.4206
56,child6,child,52.3099,19.000,2.000,17.000,70.000,10.000,88.017,2.041,2868.000,19.593,78.317,1561,2455,140.5,106.3,4.035,1.152,1.089,1.364,10,0.007822,11.39,16.46,18.45,0.6631,20,0.1181,40.3,30.5,26.43,1.39,0.445,1411,384.5,5.369,124.4,2.872,2.5,38.06,90.17,19.45,4.165,205.7,564.3,86.36,3.803,1.142,263.8,33.07,216.6,645.2,622.5,58.05,0.04454,600,0.8,1,0.6225,0.7373,0.7,0.2218,0.1332,0.9477,0.1475,535.4,908.6,34.89,0.7735,438.2,2.382,366.8,0.4045
56,child7,child,168.7186,38.000,0.000,38.000,181.000,42.000,228.550,2.728,4172.000,29.080,54.883,1543,2800,154.8,120,3.551,1.05,1.062,1.5,10,0.006495,15.6,13.95,23.14,0.5936,16.46,0.1511,42.47,25.1,22.23,1.678,0.3495,1011,384.4,5.217,143.4,2.524,2.5,33.74,87.46,19.33,5.97,200.5,478.4,62.18,4.341,1.25,265.3,39.05,220.9,608.1,757.1,57.81,0.04561,570,0.7388,0.7619,0.7958,0.6452,0.8284,0.1758,0.1653,0.9006,0.125,501.5,1200,37.92,0.7666,663.9,2.273,367.1,0.4042
56,child8,child,41.0492,17.000,2.000,15.000,51.000,12.000,120.517,0.404,2727.000,17.113,54.817,1482,2800,135.5,120,3.471,1.564,1.049,1.15,10,0.008631,13.03,12.89,25.87,0.5152,14.05,0.15,36.12,29.05,23.82,1.536,0.5236,1037,314.6,5.191,124,2.847,2.5,35.03,68.66,15.56,5.51,189.4,424.9,63.54,3.543,1.11,240.3,41.41,246.7,681.1,537.3,63.58,0.04393,505,0.8,0.9334,0.6358,0.825,0.7215,0.213,0.1533,1,0.1425,408.6,1131,39.5,0.6412,568.4,2.296,391,0.398
56,child9,child,11.7709,13.000,4.000,9.000,39.000,19.000,-15.167,2.260,3055.000,32.460,55.600,1881,2653,140.1,102.9,3.748,1.258,1.2,1.445,10,0.008339,12.43,11.83,21.09,0.5832,15.09,0.1526,35.74,29.05,20.57,1.956,0.4761,1023,382.6,4.986,158.3,2.996,2.345,29.34,120,18.87,5.129,254,477.5,68.27,3.75,1.047,245.3,32.36,243.7,691.5,662.2,72.18,0.04308,565.3,0.7332,0.7646,0.6009,0.8623,0.7,0.1747,0.1548,0.9585,0.118,500,1197,43.46,0.5212,571.5,2.457,341,0.3307
56,child10,child,186.7046,34.000,0.000,34.000,242.000,38.000,334.183,1.407,4100.000,26.493,76.333,1758,2721,131.3,120,3.285,1.027,0.9855,1.266,10.23,0.009834,12.2,12.15,27.25,0.5,15.1,0.1567,36.28,26.43,19.06,1.596,0.5364,1662,326,5.133,133.1,2.978,2.487,32.35,89.6,19.04,4.411,151,565.7,70.1,3.707,0.8284,242.7,37.97,220.2,542.1,601.3,57.5,0.04463,507.6,0.8,0.894,0.6106,0.8168,0.7,0.1879,0.184,0.8397,0.1514,539.1,1051,32.5,0.7037,608.1,2.659,369,0.3469
56,child11,child,129.2832,32.000,0.000,32.000,148.000,16.000,172.167,3.466,3962.000,30.067,64.667,1909,2462,170.5,93.96,3.794,1.3,1.137,1.49,10.12,0.007624,10.93,15.49,26.65,0.5,14.38,0.1355,36.83,30.19,19.83,1.315,0.4791,1411,358.5,6,149.5,2.502,2.5,29.64,99.79,18.36,4.785,202.8,526.9,81.06,3.321,1.198,268.4,38.97,247.8,566.3,605.7,63.04,0.04009,505,0.8,0.9095,0.5081,0.695,0.7351,0.1477,0.1475,0.814,0.1268,527.6,1154,37.31,0.6858,515.3,2.389,381,0.3778
56,child12,child,137.9743,31.000,1.000,30.000,171.000,26.000,82.100,1.125,3668.000,35.700,46.800,1585,2800,149.2,109,3.663,1.543,1.115,1.5,10,0.007143,13.19,13.96,21.57,0.5373,12.04,0.1487,36.8,31.16,20.08,1.36,0.3867,1369,362.3,5.416,115.9,2.592,2.425,37.63,83.86,18.13,5.754,189.3,475.2,53.89,3.436,1.047,257.1,39.75,280.1,703.2,561.8,59.93,0.04955,542.7,0.7859,1,0.6216,0.5651,0.8919,0.1566,0.1649,0.8668,0.1318,413.8,1043,37.06,0.6433,561,2.14,340.4,0.3942
56,child13,child,76.1853,23.000,1.000,22.000,97.000,-4.000,-38.900,-0.035,3028.000,20.040,44.350,1892,2775,111.6,120,3.171,1.494,1.2,1.252,10,0.008334,12.3,13.95,24.3,0.5028,16.06,0.1413,41.75,30.29,19.07,1.539,0.389,1317,341.1,5.415,126.8,2.423,2.5,40.92,73.71,18.16,5.062,161.4,424.4,64.72,3.348,0.9396,238.1,37.34,224.6,605.5,816.4,68.1,0.05075,528.6,0.7911,0.9781,0.6202,0.8183,0.7,0.1899,0.151,0.9824,0.1551,565.1,1200,34.69,0.4928,533.9,2.391,312.7,0.4333
56,child14,child,169.7369,41.000,0.000,41.000,189.000,16.000,148.117,2.328,4401.000,28.080,82.717,2126,2800,160.6,116.7,4.324,1.487,1.007,1.27,10,0.006929,11.1,12.64,25.51,0.5868,16.06,0.1504,39.69,25.55,25.91,1.589,0.4014,1248,325.8,4.761,137.5,2.576,2.5,28.14,83.8,19.56,5.627,192.8,482.5,60.07,3.849,1.318,236.6,43.66,206.2,616.9,570.8,66.57,0.04076,580.9,0.8,0.9908,0.6181,0.6264,0.773,0.1432,0.1515,0.9657,0.1562,504.9,1009,26.2,0.575,431.9,2.424,354.9,0.4057
56,child15,child,-45.7616,14.000,9.000,5.000,-23.000,-53.000,-396.050,1.792,2169.000,25.300,74.167,1849,2800,163.9,118.9,4.033,1.56,1.167,1.201,10,0.008118,12.35,14.08,22.89,0.5,19.13,0.1415,30.72,26.76,26.5,1.583,0.5779,1382,395.8,6,138.2,2.907,2.338,33.2,118.2,20.79,5.714,160.3,515.1,79.18,4.715,1.108,227.3,36.92,208.8,466.7,584.7,65.44,0.04233,598.4,0.7445,0.9617,0.7461,0.6049,0.7,0.1693,0.1173,1,0.1372,527.8,858.2,35.74,0.5918,600.1,2.868,378.2,0.3832
57,parent,parent,108.6764,26.000,1.000,25.000,141.000,18.000,194.767,-0.115,3530.000,20.847,68.767,1758,2721,131.3,120,3.285,1.027,0.9855,1.266,10.23,0.009834,12.2,12.15,27.25,0.5,15.1,0.1567,36.28,26.43,19.06,1.596,0.5364,1662,326,5.133,133.1,2.978,2.487,32.35,89.6,19.04,4.411,151,565.7,70.1,3.707,0.8284,242.7,37.97,220.2,542.1,601.3,57.5,0.04463,507.6,0.8,0.894,0.6106,0.8168,0.7,0.1879,0.184,0.8397,0.1514,539.1,1051,32.5,0.7037,608.1,2.659,369,0.3469
57,child0,child,114.1447,36.000,1.000,35.000,104.000,12.000,111.967,3.338,4052.000,24.387,62.050,1457,2553,113.7,92.01,3.393,0.9569,1.115,1.032,10,0.009453,12.4,10.88,28.86,0.5,14.55,0.1608,42.27,24.58,16.07,1.461,0.5528,1945,357.3,4.321,126.6,3,2.186,31.93,74.14,19.91,4.475,147.9,547.4,61.7,3.004,0.7502,210.8,42.46,185.7,560.6,748.3,50.57,0.04156,465.6,0.8,0.989,0.5904,0.8979,0.7,0.2155,0.1909,0.9253,0.1646,424.6,1200,28.31,0.6405,617.1,2.205,397.2,0.3636
57,child1,child,64.8966,20.000,1.000,19.000,89.000,-4.000,51.433,1.351,2982.000,25.360,51.517,2116,2765,123.9,99.24,2.883,0.9729,1.031,1.294,10.27,0.007902,14.09,11.01,25.75,0.5,14.74,0.146,34.54,27.62,19.89,1.396,0.508,1708,320.6,4.529,120,3,2.5,40.9,91.36,19.36,4.061,152.5,551.4,55.62,3.691,0.8057,211,39.51,257,594.1,584.2,48.05,0.04488,569.1,0.7376,0.8953,0.5547,0.6853,0.7704,0.1738,0.1928,0.8303,0.1443,565.8,895.7,28.64,0.6199,615.5,2.851,329.7,0.4245
57,child2,child,100.9567,23.000,0.000,23.000,129.000,29.000,95.850,-0.008,3151.000,30.547,56.917,1518,2373,124.3,120,3.133,0.9486,0.8933,1.086,10.33,0.01183,13.63,13.17,27.52,0.5746,15.89,0.1662,37.81,25.63,16.88,1.731,0.5854,2000,268.7,4.678,150.4,3,1.95,28.84,107.8,19.33,3.333,149.6,670.6,75.38,2.945,0.8979,276.5,34.77,219.1,593.4,657.8,61.33,0.04511,585.9,0.7375,0.9135,0.6802,0.8327,0.7,0.219,0.1893,0.9186,0.1795,575.1,1098,31.55,0.7106,582.4,2.572,400,0.3313
57,child3,child,118.7411,24.000,0.000,24.000,138.000,27.000,221.100,1.120,2311.000,27.107,68.200,1690,2800,114,116.8,2.963,1.092,0.8441,1.096,10.02,0.009714,12.79,11.36,25.25,0.5,16.71,0.1826,41.52,23.52,19.4,1.572,0.5035,1405,288.8,4.679,130.9,2.54,2.5,31.19,96.74,16.57,4.649,137.6,552.1,56.53,3.07,0.9439,270.4,32.16,260.9,544.2,656,63.54,0.05079,451.6,0.7231,0.9131,0.6673,0.8094,0.7,0.1626,0.2117,0.923,0.162,533.6,1200,32.55,0.7519,598.4,2.465,261.6,0.3373
